reason,name,modelNumber,manufacturer,vendor,description,category,unit,tier,collection,color,finish,price,productUrl,imageUrl,sourceWorkbook,sourceSheet,sourceRow,confidence
missing_manufacturer,Shower Trim,K-TS23954,,,,,ea,,,,,160.25,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,855 | 821,high
missing_manufacturer,Shower Trim -CP,K-TS23954,,Ferguson,Shower Trim -CP 160.24800000000002,Plumbing,ea,,,,,160.25,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,295 | 233,high
missing_manufacturer,Shower Fixures / Trim,K-TS24617,,,,,ea,,,,,400.00,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,837 | 806,high
missing_manufacturer,Shower Fixures / Trim -4 400,K-TS24617,,Ferguson,Shower Fixures / Trim -4-CP 400 108.02000000000001,Plumbing,ea,,,,,108.02,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,286 | 223,high
missing_manufacturer,Toilet left Lever - to match,K21265,,,,,ea,,,,,75.04,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,658 | 629,high
missing_manufacturer,Toilet left Lever - to match -L,K21265,,Ferguson,Toilet left Lever - to match -L-BV 75.04 1.0,Plumbing,ea,,,,,0.00,,,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,210,high
missing_manufacturer,Toilet Cimarron Tank,K31614,,,,Toilet,ea,,,,,158.91,,,Product_Master_Audit_Pass.xlsx | Product_Master_Warehouse.xlsx,Product_Occurrences | Product_Master | Product Master | Product Occurrences,403 | 385 | 239 | 276,high
missing_manufacturer,Toilet Cimarron Tank _DRY,K31614,,Ferguson,Toilet Cimarron Tank K31614_DRY-0 158.906,Plumbing,ea,,,,,0.00,,,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,129,high
missing_manufacturer,Diverter Valve,K728,,,,,ea,,,,,204.17,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,644 | 616,high
missing_manufacturer,Diverter Valve -K,K728,,Ferguson,Diverter Valve -K-NA 204.17100000000002 1.0,Plumbing,ea,,,,,204.17,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,271 | 199,high
missing_manufacturer,Towel Bar,KOHLERK-21952-BN,,Ferguson,Kohler K-21952-BN,Powder Room,ea,,,,,77.31,,,,Gapinske Jane 40097-LNC  6.19.2,25,medium
missing_manufacturer,Toilet Paper Holder,KOHLERK-21954-BN,,Ferguson,Kohler K-21954-BN,Powder Room,ea,,,,,63.30,,,,Gapinske Jane 40097-LNC  6.19.2,24,medium
missing_manufacturer,Kitchen Faucet,KOHLERRIVALK-30469-VS,,Ferguson,Kohler Rival K-30469-VS,Kitchen,ea,,,,,315.23,,,,Gapinske Jane 40097-LNC  6.19.2,8,medium
missing_manufacturer,Elega 24 in. W x 32 in. H Rectangular Aluminum Recessed/Wall Mount Dimmable Fogless Lighted Medicine,LMC2432,,,Elega 24 in. W x 32 in. H Rectangular Aluminum Recessed/Wall Mount Dimmable Fogless Lighted Medicine Cabinet with Mirror Home Depot Garwood Model # BLMC2432,,ea,,,,,,,,compiled_products_db.xlsx,Sheet1,6,high
missing_manufacturer,"T.P. Moen 7 /8"" x 1"" Grab Bar with Integrated Tissue Holder from the Home Care Collection",LR2352DBN,,Ferguson,,,ea,,,,,,https://www.fergusonhome.com/moen-lr2352d/s591174?uid=1748229,,Product_Master_Extract.xlsx,Sheet1,16,high
missing_manufacturer,Faucet - Single Handle,M-6903BN,,,,,ea,,,,,418.23,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,675 | 646,high
missing_manufacturer,2 Widespread Faucets Valves & Drains,M-9000,,,,,ea,,,,,254.23,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,627 | 599,high
missing_manufacturer,2 - Knobs for Cabinet,M379,,,2 - Knobs for Cabinet 20 26.39 Top Knobs,Cabinetry,ea,,,,nickel,26.39,https://www.shoptopknobs.com/product/nouveaum379/nouveaum379-1/flat-oval-1-1-2-long-oval-knob-in-brushed-satin-nickel,,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,202 | 140 | 158 | 253 | 236 | 136 | 105,high
missing_manufacturer,Shower Floor tile 4” x 4” Hexagon 18 SQ FT =$ USG12MH33,MH3317,,ProSource,Shower Floor tile 4” x 4” Hexagon 18 SQ FT =$627.30 USG12MH3317 730.03 690.03,Plumbing,sqft,,,,,690.03,https://www.stonepeakceramics.com/product/ikonite-walnut/,,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,118,high
missing_manufacturer,"Trim: Pencil 1/2"" x 12"" $ Need 26 Ft RQ 4/19",ML00526,,,"Trim: Pencil 1/2"" x 12"" $14.99 Need 26 Ft 449.7 633.9000000000001 RQ 4/19",,ea,,,,,14.99,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,64 | 60,high
missing_manufacturer,Miseno Bella GPM Widespread Bathroom Faucet with Pop-Up Drain Assembly Model,MNO311LCP,,Ferguson cancelled BO til end of May,Miseno Bella 1.2 GPM Widespread Bathroom Faucet with Pop-Up Drain Assembly Model: 182.644 129.47 Ferguson cancelled BO til end of May,Faucet,ea,,,,,182.64,https://www.fergusonhome.com/miseno-mno311l/s1963380?uid=4644130,,Product_Master_Enhanced.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Product Occurrences | Sheet1,211 | 277 | 259 | 303 | 248 | 176,high
missing_manufacturer,"Zenna Home Medicine Cabinet 24"" x 30""",MRA2430,,,"Zenna Home Medicine Cabinet 24"" x 30"" EMRA2430 200 210.492125 Home Depot",,ea,,,,,210.49,https://www.homedepot.com/p/Zenna-Home-24-in-W-x-30-in-H-Aluminum-Frameless-Beveled-Mirror-Medicine-Cabinet-EMRA2430/207018216,,compiled_products_db.xlsx,Sheet1,171,high
missing_manufacturer,Electric LED Lighted Mirror 450 4,MRE13636,,Ferguson,Electric LED Lighted Mirror 450 493.35 493.02,Electrical,ea,,,,,493.35,https://www.fergusonhome.com/elegant-lighting-mre13636/s1604937?uid=3829770,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,141 | 110,high
missing_manufacturer,LED Lighted Mirror,MRE13636,,Ferguson,,Lighting,ea,,,,,493.02,https://www.fergusonhome.com/elegant-lighting-mre13636/s1604937?uid=3829770,,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,213 | 145 | 169 | 273 | 243,high
missing_manufacturer,Toliets (3) Toilets - 3 Toto/Seat Included $ 3 PC,MS776124CSFG,,,Toliets (3) Toilets - 3 Toto/Seat Included $477.99 3 PC #01 1350 1481.8 1420.683 Ferguson,,ea,,,,,477.99,https://www.fergusonhome.com/toto-ms776124csfg/s1797886?uid=4250648,,compiled_products_db.xlsx,Sheet1,131,high
missing_manufacturer,"Hall Mirror 32' x24"" Arched 2",NNH87N,,,"Hall Mirror 32' x24"" Arched 205.66 Amazon",,ea,,,,,205.66,https://www.amazon.com/dp/B0GVNNH87N?ref_=ppx_printOD_title_dt_b_fed_asin_title_0_0&th=1,,compiled_products_db.xlsx,Sheet1,105,high
missing_manufacturer,Shower Wall Tile 93 sq ft MSI Veneto White Matte 12x24,NVENEWHI1224,,,,Shower,sqft,,,,White,1200.00,https://www.msisurfaces.com/site-search/?key=Veneto%20White,,Product_Master_Audit_Pass.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Warehouse.xlsx,Product_Occurrences | Product_Master | Product Library | Raw Records | Product Master | Product Occurrences,305 | 290 | 222 | 116 | 276 | 194,high
missing_manufacturer,Hardware 2 Liberty,PN0058C,,Home Depot,Hardware 2 Liberty -SN-C 4.72 4.72,Cabinetry,ea,,,,nickel,4.72,https://www.homedepot.com/p/Liberty-Mia-1-in-25-mm-Modern-Satin-Nickel-Round-Cabinet-Knob-PN0058C-SN-C/202021090,,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,223 | 85 | 178 | 278 | 95 | 80 | 71,high
missing_manufacturer,"Shower Feature Wall Tile 36"" 36"" Niche 10 SQ FT =",POL10MM,,,"Shower Feature Wall Tile 36"" 36"" Niche 10 SQ FT =175.50 SMOT-CECILY- 193.05 220.077 ProSource",,sqft,,,,,175.50,https://www.msisurfaces.com/natural-stone-mosaics/cecily-pattern-polished/,,compiled_products_db.xlsx,Sheet1,151,high
missing_manufacturer,"Delta Universal Mixing Rough-In Valve with Service Stops, 1/2"" NPT Male thread with 1/2"" C.W.T Female Sweat - Shower Only, No Tub Outlet",R10000,,,,,ea,,,,,77.79,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,225 | 212,high
missing_manufacturer,"Delta Universal Mixing Rough-In Valve with Service Stops, 1/2"" NPT Male thread with 1/2"" C.W.T Female Sweat - Shower Only, No Tub Outlet",R10000-UNWSHF,,Ferguson,,,ea,,,,,,,,,John Daye 39938-CJC,13,medium
missing_manufacturer,Delta Diverter Rough-In Valve for Delta 3 Function and 6 Function Diverter Trims,R11000,,Ferguson,,,ea,,,,,,,,,John Daye 39938-CJC,12,medium
missing_manufacturer,Kitchen Sink,RUVATIRVH8350,,Ferguson,Ruvati RVH8350,Kitchen,ea,,,,,603.90,,,,Gapinske Jane 40097-LNC  6.19.2,9,medium
missing_manufacturer,Sink Home,RVH8310,,Ferguson,Sink 1250 511.093 Home,Plumbing,ea,,,,,0.00,,,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,220,high
missing_manufacturer,Shower Arm,S122BG,,Ferguson,Shower Arm 104.88499999999999 1.0,Plumbing,ea,,,,,104.88,,,Product_Master_Audit_Pass.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product_Occurrences | Product_Master | Sheet1,617 | 589 | 189,high
missing_manufacturer,Tub Drain Kit B2 Ferguson 0,S24PZLCP,,,Tub Drain Kit B2S24PZLCP 49.093 Ferguson,,ea,,,,,49.09,https://www.fergusonhome.com/jones-stephens-b2s24pzlcp/s2054377?uid=4932900,,compiled_products_db.xlsx,Sheet1,75,high
missing_manufacturer,Shower Head,S6365BN,,Ferguson,Shower Head 308.59400000000005 1.0,Plumbing,ea,,,,,308.59,,,Product_Master_Audit_Pass.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product_Occurrences | Product_Master | Sheet1,678 | 649 | 213,high
missing_manufacturer,Plug for the tub - 4 holes,SH131WH,,Gferguson,,Tub,ea,,,,,20.23,https://www.fergusonhome.com/search?term=SH131WH,,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,237 | 240 | 187,high
missing_manufacturer,Tub Plug for the tub - 4 holes G,SH131WH,,Ferguson,Tub Plug for the tub - 4 holes 20.23 G,Plumbing,ea,,,,,20.23,https://www.fergusonhome.com/search?term=SH131WH,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,220 | 157,high
missing_manufacturer,Soaker Tub,SH462576,,,,,ea,,,,,2056.62,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,648 | 620,high
missing_manufacturer,Soaker Tub .6150000000002,SH462576,,Ferguson,Soaker Tub 2056.6150000000002 1.0,Plumbing,ea,,,,,0.00,,,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,203,high
missing_manufacturer,Soaker Tub Drain Roughin,SH653PVC,,Ferguson,Soaker Tub Drain Roughin 216.71099999999998 1.0,Plumbing,ea,,,,,216.71,,,Product_Master_Audit_Pass.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product_Occurrences | Product_Master | Sheet1,649 | 621 | 204,high
missing_manufacturer,Hall Bath LVT,SI2103090L,,,,,ea,,,,,300.00,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,258 | 245,high
missing_manufacturer,Medicine Cabinet 24 in. W x 30 in. H Rectangular with Mirror,SP4450,,Home Depot,Medicine Cabinet 24 in. W x 30 in. H Rectangular with Mirror 196.9,Cabinetry,ea,,,,,0.00,https://www.homedepot.com/p/Glacier-Bay-24-in-W-x-30-in-H-Rectangular-Medicine-Cabinet-with-Mirror-SP4450/202070551,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx | Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Extract.xlsx | Product_Master_Refined.xlsx,Sheet1 | Product Library | Raw Extract | Raw Records | Sheet1 | Product Master,17 | 18 | 22 | 32 | 246 | 12 | 194,high
missing_manufacturer,"Tile Bath Floor Tile 24"" x 24"" 38 SQ FT $ U 9",SSP2424317,,,"Tile Bath Floor Tile 24"" x 24"" 38 SQ FT $155.80 USSP2424317 950 211.38000000000002 209.71500000000003 ProSource",,sqft,,,,,155.80,https://www.stonepeakceramics.com/product/ikonite-walnut/,,compiled_products_db.xlsx,Sheet1,149,high
missing_manufacturer,"Shower Wall Tile 24"" x 48"" 95 SQ FT $ U",SSP2448317,,,"Shower Wall Tile 24"" x 48"" 95 SQ FT $432.35 USSP2448317 904.8000000000001 543.048 ProSource R 4/22",,sqft,,,,,432.35,https://www.stonepeakceramics.com/product/ikonite-walnut/,,compiled_products_db.xlsx,Sheet1,150,high
missing_manufacturer,"Delta Innovations Three Function Diverter Valve Trim Less Rough-In Valve - Two Independent Positions, One Shared Position",T11800,,,,,ea,,,,,277.40,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,226 | 213,high
missing_manufacturer,"Delta Innovations Three Function Diverter Valve Trim Less Rough-In Valve - Two Independent Positions, One Shared Position",T11800-CZ,,Ferguson,,,ea,,,,,,,,,John Daye 39938-CJC,14,medium
missing_manufacturer,Delta Lahara Monitor 17 Series Dual Function Pressure Balanced Shower Only with Integrated Volume Control - Less Rough-In Valve,T17238,,,,,ea,,,,,307.77,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,227 | 214,high
missing_manufacturer,Delta Lahara Monitor 17 Series Dual Function Pressure Balanced Shower Only with Integrated Volume Control - Less Rough-In Valve,T17238-CZ,,Ferguson,,,ea,,,,,,,,,John Daye 39938-CJC,15,medium
missing_manufacturer,"Shower Trim Moen, Brantford",T2151BN,,,,,ea,,,,,109.35,https://www.fergusonhome.com/moen-t2151/s720278?uid=1030356,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,538 | 512,high
missing_manufacturer,"Shower , Trim & Arm Moen Gibson Shower Only Trim Package Shower Head",T2902NHBN,,Ferguson,,,ea,,,,,,https://www.fergusonhome.com/moen-t2902nh/s1434096?uid=3882442,,Product_Master_Extract.xlsx,Sheet1,2,high
missing_manufacturer,Shower Trim,T3691BN,,Ferguson,Shower Trim 373.021 1.0,Plumbing,ea,,,,,373.02,,,Product_Master_Audit_Pass.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product_Occurrences | Product_Master | Sheet1,676 | 647 | 211,high
missing_manufacturer,Toto Toilet Add-On,TCST642CEFGAT4001,,Ferguson,,Toilet,ea,,,,,1432.56,https://www.fergusonhome.com/toto-mw6424736cefga/s1931975?uid=4565624,,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,252 | 239 | 202,high
missing_manufacturer,2 Widespread Faucets,TS44102BG,,,,,ea,,,,,1341.80,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,626 | 598,high
missing_manufacturer,2 Widespread Faucets .802,TS44102BG,,Ferguson,2 Widespread Faucets 1341.802 1.0,Plumbing,ea,,,,,0.00,,,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,195,high
missing_manufacturer,Add-on toilet,TSW4736AT4001,,,,,ea,,,,,902.14,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,511 | 486,high
