reason,name,modelNumber,manufacturer,vendor,description,category,unit,tier,collection,color,finish,price,productUrl,imageUrl,sourceWorkbook,sourceSheet,sourceRow,confidence
missing_manufacturer,Shower Wall Tile 93 sq ft MSI Veneto White Matte 12x24 NVEN,EWHI1224,,ProSource,Shower Wall Tile 93 sq ft MSI Veneto White Matte 12x24 NVENEWHI1224 1200 340,Plumbing,sqft,,,white,white,0.00,https://www.msisurfaces.com/site-search/?key=Veneto%20White,,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,92,high
missing_manufacturer,Panasonic 100 CFM Sone Ceiling Mounted HVI Certified Exhaust Fan,FV-0510VS1,,Ferguson,,,ea,,,,,,https://www.fergusonhome.com/panasonic-fv-0510vs1/s1286588?uid=3162516,,Product_Master_Extract.xlsx,Sheet1,21,high
missing_manufacturer,Master Bathroom Electrical,FV-0511VKS3S,,,,,ea,,,,,248.60,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,229 | 216,high
missing_manufacturer,Hall Bathroom Electrical,FV-0511VKSL3,,,,,ea,,,,,300.88,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,248 | 235,high
missing_manufacturer,Master Bathroom Electrical,FV-0511VKSL3,,,,,ea,,,,,300.88,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,230 | 217,high
missing_manufacturer,LVT Floor Tile 226 SQ FT,FY25,,,LVT Floor Tile 226 SQ FT Foussana Limestone 1200 1149.34 1149.34 ProSource,,sqft,,,,,0.00,https://coretecfloors.com/en-us/products/coretec-tile/foussana-limestone-vv870-12252?utm_source=google&utm_medium=cpc&utm_campaign=COR_GG_Search_Branded_Design_ManualCPC_FY25&utm_term=coretec+flooring&utm_content=Cj0KCQiA7-rMBhCFARIsAKnLKtAsVMQhxxFkowZv_RorSWjShO3bcv4mF-0EqMA2jlfTAQCnQRU5ncQaAh3VEALw_wcB,,compiled_products_db.xlsx,Sheet1,179,high
missing_manufacturer,Shower Handheld,H5BG,,,,,ea,,,,,301.93,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,618 | 590,high
missing_manufacturer,Shower Handheld,H5BN,,,,,ea,,,,,270.84,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,680 | 651,high
missing_manufacturer,LVT Floor Tile - Dusk Cherry,I06204LP,,Home Depot,,Uncategorized,ea,,,,,193.06,https://www.homedepot.com/p/Lifeproof-Dusk-Cherry-22-MIL-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sqft-case-I06204LP/311573441,,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Extract.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Extract | Raw Records | Sheet1 | Product Master,2 | 45 | 114 | 22 | 80,high
missing_manufacturer,Flooring,I228133LX,,,,,ea,,,,,900.00,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,194 | 181,high
missing_manufacturer,LifeProof Shallowford Oak LVP Flooring,I228133LX,,Home Depot,,Flooring,ea,,,,,847.50,,,,"Mrozek, Dan 40214-THC",5,medium
missing_manufacturer,LVP L.P. Shallowford Oak 41 SQ FT,I228133LX,,Home Depot,,EnSuite Bath,sqft,,,,,179.46,https://www.homedepot.com/p/Lifeproof-Shallowford-Oak-22-MIL-x-8-7-in-W-x-59-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-25-sq-ft-case-I228133LX/327715775,,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,115 | 185 | 81 | 208 | 289,high
missing_manufacturer,LVT Flooring Pinecrest Place Oak 792 SQ FT,I233111L,,Home Depot,,LVT,sqft,,,,,3193.35,https://www.homedepot.com/p/Lifeproof-Pinecrest-Place-Oak-22-MIL-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sq-ft-case-I233111L/327716118,,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,116 | 103 | 82 | 209 | 173,high
missing_manufacturer,733 SQ FT,IT13126L,,Home Depot,,,sqft,,,,,,https://www.homedepot.com/p/Lifeproof-Navarra-Maple-22-mil-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sq-ft-case-IT13126L/325477212,,Product_Master_Enhanced.xlsx,Product Library | Raw Records,117 | 131,high
missing_manufacturer,1 - Faucet & Drain kit (Ferguson out of stock),K-14406,,,,,ea,,,,,927.04,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,653 | 654 | 625 | 626,high
missing_manufacturer,1 - Faucet & Drain kit (Ferguson out of stock) -BV,K-14406,,Supply House,1 - Faucet & Drain kit (Ferguson out of stock) -BV 892.68 1.0,Plumbing,ea,,,,,0.00,,,normalized_products_db.xlsx,Sheet1,969,high
missing_manufacturer,1 - Faucet & Drain kit ( out of stock) -BV Southern Pipe,K-14406,,Ferguson,1 - Faucet & Drain kit ( out of stock) -BV 927.03625 Southern Pipe 1.0,Plumbing,ea,,,,,927.04,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,277 | 208,high
missing_manufacturer,2- Sinks,K-20000,,,,,ea,,,,,239.58,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,652 | 624,high
missing_manufacturer,2- Sinks -0,K-20000,,Ferguson,2- Sinks -0 239.58 1.0,Plumbing,ea,,,,,0.00,,,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,207,high
missing_manufacturer,Sink -0 350,K-20000,,Ferguson,Sink -0 350 119.79,Plumbing,ea,,,,,0.00,,,normalized_products_db.xlsx,Sheet1,1278 | 1295,high
missing_manufacturer,Toilet Tank,K-20250,,,,,ea,,,,,214.68,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,655 | 627,high
missing_manufacturer,Toilet Tank -0,K-20250,,Ferguson,Toilet Tank -0 214.676 1.0,Plumbing,ea,,,,,214.68,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,278 | 209,high
missing_manufacturer,Toilet Tank,K-20450,,,,,ea,,,,,214.63,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,623 | 595,high
missing_manufacturer,Toilet Tank -0,K-20450,,Ferguson,Toilet Tank -0 214.632 1.0,Plumbing,ea,,,,,214.63,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,265 | 192,high
missing_manufacturer,Skirted Toilet Bowl,K-20485,,,,,ea,,,,,358.95,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,656 | 628,high
missing_manufacturer,Skirted Toilet Bowl -0,K-20485,,Ferguson,Skirted Toilet Bowl -0 358.952 1.0,Plumbing,ea,,,,,0.00,,,normalized_products_db.xlsx,Sheet1,970,high
missing_manufacturer,Toilet Bowl Skirted,K-20485,,,,,ea,,,,,358.95,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,624 | 596,high
missing_manufacturer,Toilet Bowl Skirted -0,K-20485,,Ferguson,Toilet Bowl Skirted -0 358.952 1.0,Plumbing,ea,,,,,358.95,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,266 | 193,high
missing_manufacturer,"24"" Towel Bar above Toilet",K-21953,,Ferguson,,,ea,,,,,,https://www.fergusonhome.com/kohler-k-21953/s1517173?uid=3567961,,Product_Master_Extract.xlsx,Sheet1,13,high
missing_manufacturer,Towel Bar,K-21953,,,,,ea,,,,,59.60,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,845 | 814,high
missing_manufacturer,Towel Bar -CP,K-21953,,Ferguson,Towel Bar -CP 59.598,Hardware,ea,,,,,59.60,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,293 | 230,high
missing_manufacturer,Toilet Paper Holder,K-21954,,,,,ea,,,,,68.01,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,596 | 843 | 568 | 812,high
missing_manufacturer,Toilet Paper Holder -2MB,K-21954,,Ferguson,Toilet Paper Holder -2MB 68.013 1.0,Plumbing,ea,,,,,68.01,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,260 | 183,high
missing_manufacturer,Toilet paper Holder -CP,K-21954,,Ferguson,Toilet paper Holder -CP 46.882,Plumbing,ea,,,,,46.88,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,291 | 228,high
missing_manufacturer,Towel Ring,K-21955,,,,,ea,,,,,51.00,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,597 | 844 | 569 | 813,high
missing_manufacturer,Towel Ring -2MB,K-21955,,Ferguson,Towel Ring -2MB 50.996 1.0,,ea,,,,,51.00,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,261 | 184,high
missing_manufacturer,Towel Ring -CP,K-21955,,Ferguson,Towel Ring -CP 35.167,,ea,,,,,35.17,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,292 | 229,high
missing_manufacturer,Faucet -4 400 Fergusson,K-22020,,,Faucet -4-CP 400 351.428 Fergusson,Plumbing,ea,,,,,351.43,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,285 | 222,high
missing_manufacturer,Faucet & Drain,K-22022,,,,,ea,,,,,350.00,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,594 | 566,high
missing_manufacturer,Faucet & Drain -4 350,K-22022,,Ferguson,Faucet & Drain -4-2MB 350 357.962 1.0,Plumbing,ea,,,,,357.96,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,258 | 181,high
missing_manufacturer,Faucet-Kohler Tempered GPM Single Hole Bathroom Faucet with Pop-Up Drain Assembly,K-22022,,Ferguson,,,ea,,,,,,https://www.fergusonhome.com/kohler-k-22022-4/s1515499?uid=3567943,,Product_Master_Extract.xlsx,Sheet1,9,high
missing_manufacturer,"17"" Oval Undermount Bathroom Sink",K-2209,,Ferguson,,,ea,,,,,,https://www.fergusonhome.com/kohler-k-2209/s560373?uid=220794,,Product_Master_Extract.xlsx,Sheet1,8,high
missing_manufacturer,Sink -0 300,K-2209,,Ferguson,Sink -0 300 99.19800000000001 1.0,Plumbing,ea,,,,,99.20,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,257 | 180,high
missing_manufacturer,Elbow (in kit with Ferguson Home order of handheld),K-22172,,,,,ea,,,,,,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,646 | 618,high
missing_manufacturer,Elbow (in kit with Home order of handheld) -BV Home,K-22172,,Ferguson,Elbow (in kit with Home order of handheld) -BV Home 1.0,,ea,,,,,1.00,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,273 | 201,high
missing_manufacturer,Hand Held backordered 1/31 reorder home Kit -BV Home 0.,K-22178,,Ferguson,Hand Held backordered 1/31 reorder home Kit 916.34 -BV 916.34 Home 1.0,,ea,,,,,916.34,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,272 | 200,high
missing_manufacturer,Shower Fixture / Head,K-23218,,,,,ea,,,,,134.37,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,839 | 853 | 808,high
missing_manufacturer,Shower Fixture / Head -CP,K-23218,,Ferguson,Shower Fixture / Head -CP 134.365,Plumbing,ea,,,,,134.37,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,287 | 224,high
missing_manufacturer,Shower Fixture / Head -CP 400,K-23218,,Ferguson,Shower Fixture / Head -CP 400 134.365,Plumbing,ea,,,,,0.00,,,normalized_products_db.xlsx,Sheet1,1288,high
missing_manufacturer,Grab Bar,K-24550,,,,,ea,,,,,102.23,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,842 | 869 | 811,high
missing_manufacturer,Grab Bar -CP,K-24550,,Ferguson,Grab Bar -CP 102.234,Hardware,ea,,,,,102.23,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,290 | 227 | 1300,high
missing_manufacturer,Mirror -BLG 400,K-26050,,Ferguson,Mirror -BLG 400 227.931 1.0,,ea,,,,,227.93,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,262 | 185,high
missing_manufacturer,Hardware Handles,K-26640,,,,,ea,,,,,61.14,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,591 | 563,high
missing_manufacturer,Hardware Handles -2MB,K-26640,,Ferguson,Hardware Handles -2MB 61.138 1.0,Hardware,ea,,,,,61.14,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,256 | 179,high
missing_manufacturer,Toilet Seat,K-26801,,,,,ea,,,,,58.30,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,625 | 657 | 597,high
missing_manufacturer,Toilet Seat -0,K-26801,,Ferguson,Toilet Seat -0 58.3 1.0,Plumbing,ea,,,,,58.30,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,267 | 194 | 971,high
missing_manufacturer,Toilet Seat Impro Round,K-26802,,Ferguson,,,ea,,,,,,https://www.fergusonhome.com/kohler-k-26802/s1921485?uid=4539318,,Product_Master_Extract.xlsx,Sheet1,6,high
missing_manufacturer,"(2) 18"" Kohler Towel Bar",K-27383,,,,,ea,,,,,88.00,https://www.amazon.com/dp/B0BHTTQC9G?ref=ppx_yo2ov_dt_b_fed_asin_title&th=1,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,363 | 347,high
missing_manufacturer,Ferguson,K-27390,,,,,ea,,,,,,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,894 | 907 | 910 | 927 | 939 | 942 | 854,high
missing_manufacturer,Faucet -4 400,K-27415,,Ferguson,Faucet -4-CP 400 233.26600000000002,Plumbing,ea,,,,,233.27,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,298 | 236,high
missing_manufacturer,Shower Fixtures / Tub Spot,K-27422,,,,,ea,,,,,72.26,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,852 | 820,high
missing_manufacturer,Shower Fixtures / Tub Spot -CP,K-27422,,Amazon,Shower Fixtures / Tub Spot -CP 72.26,Plumbing,ea,,,,,72.26,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,294 | 232,high
missing_manufacturer,Towel Bars (3),K-27426,,,,,ea,,,,,185.16,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,871 | 831,high
missing_manufacturer,Towel Bars (3) -CP,K-27426,,Ferguson,Towel Bars (3) -CP 185.163,Hardware,ea,,,,,185.16,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,300 | 238,high
missing_manufacturer,Toilet paper Holder,K-27429,,,,,ea,,,,,50.83,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,870 | 830,high
missing_manufacturer,Toilet paper Holder -CP,K-27429,,Ferguson,Toilet paper Holder -CP 50.831,Plumbing,ea,,,,,50.83,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,299 | 237,high
missing_manufacturer,Undermount Sink Single Bowl Kohler,K-28876,,,,,ea,,,,,,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,792 | 761,high
missing_manufacturer,Add-on Toilet,K-30810,,,,,ea,,,,,416.90,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,858 | 822,high
missing_manufacturer,Add-on Toilet -0,K-30810,,Ferguson,Add-on Toilet -0 416.9,Plumbing,ea,,,,,0.00,,,normalized_products_db.xlsx,Sheet1,1292,high
missing_manufacturer,Toilet -0,K-30810,,Ferguson,Toilet -0 416.9,Plumbing,ea,,,,,0.00,,,normalized_products_db.xlsx,Sheet1,1283,high
missing_manufacturer,Toilet -0 300,K-30810,,Ferguson,Toilet -0 300 416.9 1.0,Plumbing,ea,,,,,416.90,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,259 | 182,high
missing_manufacturer,Toilet Tank,K-31614,,Ferguson,,Toilet,ea,,,,,158.91,https://www.fergusonhome.com/search?term=K-31614-0,,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,153 | 56 | 62 | 65 | 111 | 37 | 45 | 51 | 54,high
missing_manufacturer,Toilet Tank -0,K-31614,,Ferguson,Toilet Tank -0 158.906,Plumbing,ea,,,,,158.91,https://www.fergusonhome.com/search?term=K-31614-0,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,61 | 57 | 435 | 441,high
missing_manufacturer,Toilet Kohler Ciminron Round Chair Height,K-31640,,Ferguson,,,ea,,,,,,https://www.fergusonhome.com/kohler-k-31640/s1808951?uid=4283712,,Product_Master_Extract.xlsx,Sheet1,5,high
missing_manufacturer,Vanity Light,K-31757,,,,,ea,,,,,350.00,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,599 | 571,high
missing_manufacturer,Vanity Light -S03 350,K-31757,,Ferguson,Vanity Light -S03-2GL 350 364.518 1.0,Electrical,ea,,,,,364.52,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,263 | 186,high
missing_manufacturer,"Kohler Levity 74"" High x 59 /8"" Wide Bypass Frameless Shower Door with Clear Glass",K-706015,,Home Depot (Freight),,,ea,,,,,,https://www.fergusonhome.com/kohler-k-706015-l/s847083?uid=2180321,,Product_Master_Extract.xlsx,Sheet1,17,high
missing_manufacturer,Add on Tub (Cost in addon ),K-716,,,,,ea,,,,,0.00,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,859 | 823,high
missing_manufacturer,Add on Tub (Cost in addon ) -0 0,K-716,,Ferguson,,Plumbing,ea,,,,,0.00,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,296 | 234,high
missing_manufacturer,Add on Tub Drain (Cost in addon ),K-73213,,,,,ea,,,,,0.00,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,860 | 824,high
missing_manufacturer,Add on Tub Drain (Cost in addon ) -CP 0,K-73213,,Ferguson,,Plumbing,ea,,,,,0.00,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,297 | 235,high
missing_manufacturer,Shower Fixture / Arm,K-7397,,,,,ea,,,,,66.58,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,840 | 854 | 809,high
missing_manufacturer,Shower Fixture / Arm -CP,K-7397,,Ferguson,Shower Fixture / Arm -CP 66.583,Plumbing,ea,,,,,66.58,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,288 | 225 | 1289,high
missing_manufacturer,Shower Fixures / Valve,K-8304,,,,,ea,,,,,126.02,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,838 | 856 | 807,high
missing_manufacturer,Shower Fixures / Valve -KS,K-8304,,Ferguson,Shower Fixures / Valve -KS-NA 126.016,Plumbing,ea,,,,,0.00,,,normalized_products_db.xlsx,Sheet1,1282 | 1290,high
missing_manufacturer,Shower Valve,K-8304,,,,,ea,,,,,126.02,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,641 | 613,high
missing_manufacturer,Shower Valve -KS,K-8304,,Ferguson,Shower Valve -KS-NA 126.016 1.0,Plumbing,ea,,,,,126.02,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,268 | 196,high
missing_manufacturer,Shower Handheld Slide Bar,K-8524,,,,,ea,,,,,338.27,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,683 | 654,high
missing_manufacturer,Shower Handheld Slide Bar -BN,K-8524,,Ferguson,Shower Handheld Slide Bar -BN 338.272 1.0,Plumbing,ea,,,,,338.27,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,280 | 217,high
missing_manufacturer,Kohler Shower Base 36x34,K-8644,,,,,ea,,,,,525.28,https://www.homedepot.com/p/KOHLER-Rely-36-in-L-x-34-in-W-Alcove-Shower-Pan-Base-with-Center-Drain-in-White-K-8644-0/315752376,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,540 | 514,high
missing_manufacturer,Kohler Shower Drain,K-9132,,,,,ea,,,,,127.52,https://www.fergusonhome.com/kohler-k-9132/s567087?uid=176032,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,541 | 515,high
missing_manufacturer,Shower Breaker Vacuum,K-9660,,,,,ea,,,,,75.77,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,621 | 593,high
missing_manufacturer,Shower Breaker Vacuum -2MB,K-9660,,Ferguson,Shower Breaker Vacuum -2MB 75.768 1.0,Plumbing,ea,,,,,75.77,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,264 | 191,high
missing_manufacturer,Shower Vacumn,K-9660,,,,,ea,,,,,47.50,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,841 | 857 | 810,high
missing_manufacturer,Shower Vacumn -CP,K-9660,,Ferguson,Shower Vacumn -CP 47.5,Plumbing,ea,,,,,47.50,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,289 | 226 | 1291,high
missing_manufacturer,Shower Vacuum Breaker,K-9660,,,,,ea,,,,,75.77,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,682 | 653,high
missing_manufacturer,Shower Vacuum Breaker -BN,K-9660,,Ferguson,Shower Vacuum Breaker -BN 75.768 1.0,Plumbing,ea,,,,,75.77,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,279 | 216,high
missing_manufacturer,Vacuum Breaker,K-9660,,,,,ea,,,,,75.68,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,647 | 619,high
missing_manufacturer,Vacuum Breaker -BV,K-9660,,Ferguson,Vacuum Breaker -BV 75.67999999999999 1.0,,ea,,,,,75.68,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,274 | 202,high
missing_manufacturer,Tub Filler Mount,K-97339,,,,,ea,,,,,177.09,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,651 | 623,high
missing_manufacturer,Tub Filler Mount -NA 177. Southern Pipe,K-97339,,,Tub Filler Mount -NA 177.0937 Southern Pipe 1.0,Plumbing,ea,,,,,177.09,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,276 | 206,high
missing_manufacturer,Shower Slide Bar Trim Kit,K-974,,,,,ea,,,,,53.13,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,684 | 655,high
missing_manufacturer,Shower Slide Bar Trim Kit -BN,K-974,,Ferguson,Shower Slide Bar Trim Kit -BN 53.129999999999995 1.0,Plumbing,ea,,,,,53.13,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,281 | 218,high
missing_manufacturer,Diverter Trim,K-T14491,,,,,ea,,,,,286.84,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,643 | 615,high
missing_manufacturer,Diverter Trim -4,K-T14491,,Ferguson,Diverter Trim -4-BV 286.836 1.0,,ea,,,,,286.84,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,270 | 198,high
missing_manufacturer,Soaker Tub Filler w/Diverter,K-T97328,,,,,ea,,,,,2940.35,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,650 | 622,high
missing_manufacturer,Soaker Tub Filler w/Diverter -4 Southern Pipe,K-T97328,,,Soaker Tub Filler w/Diverter -4-BV 2940.35 Southern Pipe 1.0,Plumbing,ea,,,,,2940.35,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,275 | 205,high
missing_manufacturer,Shower Head & Trim,K-TS14422,,,,,ea,,,,,699.37,,,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,642 | 614,high
missing_manufacturer,Shower Head & Trim -4 Southern Pipe,K-TS14422,,,Shower Head & Trim -4-BV 699.3689999999999 Southern Pipe 1.0,Plumbing,ea,,,,,699.37,,,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,269 | 197,high
