workbook,sheet,row,name,modelNumber,manufacturer,vendor,description,category,price,url,finish,color,collection,is_noise
Product_Master_Audit_Pass.xlsx,Product_Occurrences,958,Delta Classic Tub 60 x 30,HTTPS,,,,,834.07,https://www.homedepot.com/p/Delta-Classic-500-60-in-x-30-in-Alcove-Deep-Soaking-Bathtub-with-Left-Drain-in-High-Gloss-White-B23605-6030L-WH/321016480,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,959,Shower Panel,2500,,,,,2500,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,960,"Niche"" 17 x 24",2025-06-30 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,961,vanity,2300,,,,,2300,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,962,Quartz - Calacatta Botanic,630,,,,,630,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,963,Knobs,2025-07-30 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,964,2 - Grab Bars 16/24,150,,,,,150,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,965,Electric,200,,,,,200,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,966,6350,6350,,,,,6350,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,968,Shower Fixtures,450,,,,,450,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,969,Shower Panel,1766.64,,,,,1766.64,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,971,Shower Base,650,,,,,650,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,972,Shower Door,1200,,,,,1200,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,973,2 - Grab Bars 18/24,150,,,,,150,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,975,Exhaust Fan / With Light,350,,,,,350,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,976,3350,3350,,,,,3350,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,977,Undermounted Sink,950,,,,,950,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,978,Kitchen Flooring,2800,,,,,2800,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,979,Kitchen Cabinets,24500,,,,,24500,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,980,Quartz,12000,,,,,12000,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,981,Full Height Back Splash Meridan Gray,5200,,,,,5200,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,982,Island Different Quartz - Peppercorn White,2040,,,,,2040,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,983,Lifeproof  Vesinet Oak Wider Plank (returned the smaller plank),8343.74,,,,,8343.74,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,984,Add-On Flooring,1800,,,,,1800,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,985,Laundry Room,327.44,,,,,327.44,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,986,Interior Doors,7200,,,,,7200,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,987,Primary Bath,360,,,,,360,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,988,Toilet,259.94,,,,,259.94,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,989,Shower Head,700,,,,,700,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,990,Shower Transfer Valve,340.44,,,,,340.44,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,991,Shower Door,2800,,,,,2800,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,992,Toilet Paper Holder,390,,,,,390,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,993,Exhaust fan,179.68,,,,,179.68,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,994,Bath,3500,,,,,3500,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,995,Bath,2025-09-04 00:00:00,,,,,71.04,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,996,Cabinets,3700,,,,,3700,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,997,Quartz Bath,1250,,,,,1250,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,998,Carpet and Install,4300,,,,,4300,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,999,Addons,FRAME,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1000,"Flooring in Studio Closet, Walk in $5,826.00",FLOORING,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1001,"Electric Track Lighting $7,693.00",ELECTRIC,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1003,Electric Add - on Fans Studio & Living Install 350 *,ELECTRIC,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1004,Hall Bath Toilet (we Purchase 239.99 Costco) *not in contract,HALL,,,,,259.94,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1005,3 Grab Bars in Master *not in Contract,2025-07-29 00:00:00,,,,,81.38,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1006,69450,69450,,,,,69450,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1007,*** Permit Allowance - Note: 150.00,PERMIT,,,,,150,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1008,Plumbing,950,,,,,950,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1009,Fauet,213.88,,,,,213.88,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1010,Air Switch Garbage Disposal,150.46,,,,,150.46,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1011,Cabinets,CABINET,,,,,11250,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1012,"*** Corner Wall and Base Angled Cabinet $3,310.42",CORNER,,,,,3310.42,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1013,Hardware for Cabinets: Quanity 34,2025-08-07 00:00:00,,,,,85.27,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1014,** Light Strip Corner Cabinet,2025-08-10 00:00:00,,,,,84,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1015,electric for Light strip,350,,,,,350,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1016,Quartz,6400,,,,,6400,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1017,backsplash Tile -,354.62,,,,,354.62,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1018,Grout & Cauld Natural Grey - P-UP Addiosn,2025-08-14 00:00:00,,,,,51.47,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1019,Flooring,4200,,,,,4200,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1020,*** Add-On  Wall Removal Header / No Post,7989,,,,,7989,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1021,"** Credit - Floor replaced $4,200 in material",CREDIT,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1023,*** $80.00 + $350.00 for Light Rail on Corner Cabinet Approved 8/10,FOR,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1024,Permit,ALLOWANCE,,,,,150,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1025,Plumbing Fixtures,2100,,,,,2100,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1026,Soaker Tub Faucet,2025-07-07 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1027,Sink,2025-07-07 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1028,Faucet,2025-07-07 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1029,Shower Head,2025-07-07 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1030,Shower Handle Trim,2025-07-07 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1031,Shower Valve,2025-07-07 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1032,Shower Door /Glass + Protected Coating,3000,,,,,3000,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1033,Toilet,2025-07-07 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1034,3 - Towel Bar,2025-08-08 00:00:00,,,,,76.6,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1035,Shower Grab Bar,2025-07-07 00:00:00,,,,,46.42,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1036,Folding Shower Seat,246.79,,,,,246.79,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1037,Electric,1000,,,,,1000,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1038,Bath Flush Center light,2025-08-14 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1039,Exhaust fan no light,102.83,,,,,102.83,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1040,Cabinets,3100,,,,,3100,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1041,Quartz,1242,,,,,1242,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1042,Quartz For Pony Wall,250,,,,,250,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1043,Tile,1800,,,,,1800,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1044,Shower Floor,150,,,,,150,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1045,Bath Tile Floor,1200,,,,,1200,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1046,Schulter Edging  brushed Nickle order with tile,2025-07-30 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1047,12750,12750,,,,,12750,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1048,Add-on Shower moved (Quartz & Door),2647,,,,,2647,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1049,Permit *Allowance $250.00,PERMIT,,,,,250,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1050,Bath,1200,,,,,1200,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1051,Faucet - Brushed Nickel,2025-05-29 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1052,Toilet Toto Elongated,800,,,,,800,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1053,Toto Washlet,2025-05-29 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1054,Extra **,2025-05-29 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1055,Shower Trim,350,,,,,350,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1056,Shower Valve,2025-05-29 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1057,Shower Head/Hand Held Combo,2025-05-29 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1058,Exhust Fan NO light,350,,,,,350,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1059,Medicine Cabinet,150,,,,,150,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1060,Vanity Light,150,,,,,150,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1061,Sentrel Panel Veincut Grey,2400,,,,,2400,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1062,Sentrel Cubby 17 x 26,2025-05-29 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1063,Sentrel Shower Base Veincut Grey,850,,,,,850,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1064,Flooring,2025-05-29 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1066,Laundry Room,2025-05-29 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1067,60 X 80 Hollow Core Bi-Fold Pantry,350,,,,,350,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1068,Fold down Laundry Folding Table,300,,,,,300,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1069,Fold Down Drying Rack,2025-05-29 00:00:00,,,,,60.61,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1070,laundry Sink Faucet Combo,400,,,,,400,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1071,LED 2 x 4 Panel Light,2025-06-06 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1072,Hall,2025-05-29 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1074,Pull Knobs - 2,2025-05-29 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1076,Cabinets for Workout Room,2025-05-28 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1077,Mini Frig,1490.41,,,,,1490.41,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1078,Bedroom,15161.95,,,,,15161.95,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1079,Area Rug,5000,,,,,5000,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1080,Plumbing Fixtures,17867.07,,,,,17867.07,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1081,2 - Faucet Matte Black,2025-05-31 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1082,Shower Head,2025-05-31 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1083,Shower Handle Trim,2025-05-31 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1084,Shower Valve,2025-05-31 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1085,Shower Transfer Trim,2025-05-31 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1086,Shower Transfer Valve,2025-05-31 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1087,Hand Held Shower,2025-05-31 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1088,Hand held Wall Elbow,2025-05-31 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1089,Hand Held Vacuum Breaker,2025-05-31 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1090,Shower Base or Schutler,2025-05-31 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1091,Shower Drain Matte Black,2025-05-31 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1092,Toilet Paper Holder,2025-05-31 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1093,Hooks,2025-05-31 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1094,Towel Bar,2025-05-31 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1095,Toilet lever,2025-05-31 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1096,Exhaust fan,102.83,,,,,102.83,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1097,Bath,4731.03,,,,,4731.03,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1098,Bath,2025-06-12 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1100,Bath,188.57,,,,,188.57,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1101,Electric,517,,,,,517,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1102,Bath Fixture,566.5,,,,,566.5,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1103,Bath Makeup Mirror,584.45,,,,,584.45,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1104,heated Floor,1200.06,,,,,1200.06,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1105,Cabinets,15705.8,,,,,15705.8,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1106,Knobs,6141,,,,,6141,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1107,Shower Door,4637.42,,,,,4637.42,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1108,Quartz,2025-06-14 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1109,Closet,34411,,,,,34411,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1110,108305.09,108305.09,,,,,108305.09,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1111,Toilet comfort Round  and floor,350,,,,,350,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1112,Cabinets,1800,,,,,1800,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1113,Handles -,2025-05-20 00:00:00,,,,,43.32,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1114,Side splash,2025-05-20 00:00:00,,,,,32.69,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1115,2150,2150,,,,,2150,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1117,2 Lights hall bath,300,,,,,300,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1118,Mirror,300,,,,,300,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1119,Faucet Main Bath,550,,,,,550,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1120,1450,1450,,,,,1450,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1121,** Add-on Exhaust Fan in Main Bath,179.59,,,,,179.59,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1122,Plumbing Fixtures,1500,,,,,1500,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1123,Faucet - Chrome no spill,2025-05-25 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1125,Handle 1,2025-05-25 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1126,Quartz,250,,,,,250,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1127,Flooring,2025-05-25 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1129,3000,3000,,,,,3000,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1130,Christine Roloff 38563-LNC,CHRISTINE,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1131,False,150,,,,,150,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1132,Electrical - Reccessed all,3700,,,,,3700,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1133,Electrical - Bath,2025-05-03 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1134,Electrical - Bedroom,2025-05-20 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1135,False,2025-05-20 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1136,Flooring - Open Area,CORETEC,,,,,5000,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1137,False,2025-04-29 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1139,Flooring - Bedroom & Closet,CARPET,,,,,2500,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1140,Flooring - Dance Room & Closet,1400,,,,,1400,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1141,"Finish Trim - Open, Media, 3 Closets",2800,,,,,2800,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1142,False,400.28,,,,,400.28,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1143,False,2750,,,,,2750,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1144,False,429.99,,,,,429.99,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1145,Bathroom Plumbing,2300,,,,,2300,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1146,False,2025-05-21 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1147,False,2025-06-05 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1148,False,1181.64,,,,,1181.64,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1149,False,2025-05-22 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1151,False,2025-04-30 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1153,False,179.68,,,,,179.68,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1154,Shower & Bath Tile,2025-04-30 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1157,Flooring - Bathroom,736.23,,,,,736.23,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1158,False,2500,,,,,2500,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1160,False,700,,,,,700,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1163,False,101.07,,,,,101.07,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1165,Bathroom Finish Trim,3000,,,,,3000,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1169,False,2025-05-30 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1170,False,2025-05-19 00:00:00,,,,,85.51,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1171,False,133.52,,,,,133.52,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1174,False,121,,,,,121,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1175,False,719.02,,,,,719.02,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1178,Bath Shower Encloser,3400,,,,,3400,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1179,Bedroom & Closet Finish Trim,1200,,,,,1200,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1181,Dance Room & Closet Finish Trim,2000,,,,,2000,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1183,False,1012.93,,,,,1012.93,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1184,Media Area Cabinets & Fireplace,9200,,,,,9200,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1185,False,350,,,,,350,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1186,False,2025-05-29 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1188,Media & Wet Bar Plumbing,400,,,,,400,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1190,Glass for Cabinets Media & Bar,1274.8,,,,,1274.8,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1191,Media & Wet Bar Cabinets,4500,,,,,4500,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1193,False,2400,,,,,2400,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1195,Capet Add-On 4 Rooms,CARPET,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1196,47350,47350,,,,,47350,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1198,6903.560000000012,6903.560000000012,,,,,6903.560000000012,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1199,Add-on Carpet f4 Rooms Upstairs,7737.32,,,,,7737.32,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1200,Add-on Permit difference from Allowance 150.00 Cost  2940.00,ADD-ON,,,,,2750.4,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1201,Add-on EV charger,1957,,,,,1957,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1202,Credit for 2800.00 HVAC customer paying,CREDIT,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1203,1. Selection Phase (Choosing materials and finishes),2025-04-10 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1204,2025-04-14 00:00:00,2025-04-14 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1205,Plumbing Fixtures,2025-04-14 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1206,Faucet,139.64,,,,,139.64,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1207,Toilet Kohler Cimarron Comfort Height Round Bowl,400,,,,,400,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1208,Toilet Kohler Drift Toilet Seat,2025-04-14 00:00:00,,,,,54.1,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1209,Cabinets,1200,,,,,1200,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1210,Quartz,VANITY,,,,,354,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1211,Flooring,337.5,,,,,337.5,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1213,1937.5,1937.5,,,,,1937.5,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1215,Faucet,2025-05-01 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1216,Shower Head,2025-05-01 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1217,Shower Handle Trim,2025-05-01 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1218,Shower Valve,2025-05-01 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1219,Shower Rain Head Wall Mounted,2025-05-01 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1220,Shower Transfer Valve,2025-05-01 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1221,Hand Held Shower with Rod,2025-05-01 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1222,Hand held Wall Elbow,2025-05-01 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1223,Hand Held Vacuum Breaker,2025-05-01 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1224,Shower Base,2025-05-01 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1225,Shower Drain,2025-05-01 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,1226,Toilet Paper Holder,2025-05-11 00:00:00,,,,,,,,,,0
