workbook,sheet,row,name,modelNumber,manufacturer,vendor,description,category,price,url,finish,color,collection,is_noise
Product_Master_Audit_Pass.xlsx,Product_Occurrences,2,2025-10-24 00:00:00,2025-10-24 00:00:00,,,,,92,https://www.fergusonhome.com/panasonic-fv-0510vs1/s1286588?uid=3162516,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,6,Material Costs,102.83,,,,,102.83,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,7,Sub - Addon,2400,,,,,2400,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,12,2300,2300,,,,,2300,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,13,False,PERMIT,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,14,False,HTTPS,,,,,100.13300000000001,https://www.fergusonhome.com/moen-t2902nh/s1434096?uid=3882442,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,17,Add-ON,HTTPS,,,,,425.08400000000006,https://www.fergusonhome.com/kohler-k-31640/s1808951?uid=4283712,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,19,False,PUREWASH,,,,,,https://www.homedepot.com/p/KOHLER-Purewash-E580-Round-Electric-Bidet-Seat-in-White-32331-0/325621229?fp=oai&utm_source=chatgpt.com&oppcref=c455ae81-d747-4b1c-a24f-a8766ddb7add#see-more-details,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,23,False,1479.24,,,,,1479.24,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,30,Bath Shower Enclose,HTTPS,,,,,877.1400000000001,https://www.fergusonhome.com/kohler-k-706015-l/s847083?uid=2180321,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,31,"DreamLine SlimLine 30"" x 60"" Shower Base with Single Threshold and Left-Side Drain",HTTPS,,,,,330.759,https://www.fergusonhome.com/dreamline-dlt-1130601/s822259?uid=2121664,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,32,DreamLine SlimLine Shower Drain - Brushed Nickel,HTTPS,,,,,75.9,https://www.fergusonhome.com/dreamline-dn09x02r/s2086405?uid=5094657&_br_psugg_q=dreamline+shower+drain,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,33,Electrical,HTTPS,,,,,63.67,https://www.lampsplus.com/p/stefan-3-light-bath-vanity-satin-nickel__210p3/,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,34,False,PANASONIC,,,,,101.88200000000002,https://www.fergusonhome.com/panasonic-fv-0510vs1/s1286588?uid=3162516,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,36,False,42.658,,,,,42.658,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,37,Estimated Ferguson bath fixtures and Finishes,6252.620000000001,,,,,6252.620000000001,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,38,Kitchen (on hold till after cleaning),650,,,,,650,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,39,Kitchen,7240,,,,,7240,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,40,Kitchen,KOHLER,,,,,600,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,41,Kitchen,RUVATI,,,,,600,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,42,Kitchen,600,,,,,600,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,43,Kitchen,BROAN,,,,,242.48,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,44,Foyer,672.923,,,,,672.923,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,45,Foyer by loft added back in 6/10 by MRS,672.92,,,,,672.92,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,46,Powder Room,1250,,,,,1250,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,47,Powder Room,205.66,,,,,205.66,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,48,Powder Room,KOHLER,,,,,333.278,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,50,Powder Room,626.08,,,,,626.08,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,51,Powder Room,SATIN,,,,,38.07,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,54,10940,10940,,,,,10940,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,55,-10940,-10940,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,56,641.450200000003,641.450200000003,,,,,641.450200000003,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,57,#1 Living Rom Cathedral Ceiling Lights,3671,,,,,3671,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,58,#2 Powder Room Remove paper paint Walls Ceiling,1653,,,,,1653,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,59,#3 Paint Lower Level Ceiling Kitchen Family Dining back hall,1713,,,,,1713,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,60,#4 Add Recessed Lights 2 Pendants  Kitchen,3200,,,,,3200,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,61,#5 Remove Border paper Prime Paint walls & Ceiling,1653,,,,,1653,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,62,#6 Powder Room,3977,,,,,3977,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,63,#7 Full Backsplash Quartz,3250,,,,,3250,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,64,#8 Dining Room and Island Electric Moved,1067,,,,,1067,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,65,#9 Hood Vent Exterior Screen Damper,503.5,,,,,503.5,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,68,Over Allowances,641.45,,,,,641.45,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,69,58312.95,58312.95,,,,,58312.95,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,70,Original Deposit Paid,11095.2,,,,,11095.2,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,73,Bathroom Plumbing,HTTPS,,,,,584.4630000000001,https://www.fergusonhome.com/kohler-k-t99763-4g/s1682561?uid=4326090,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,74,matte Black,HTTPS,,,,,227.83200000000002,https://www.fergusonhome.com/kohler-k-11748-ks/s558217?uid=1356175,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,79,False,KOHLER,,,,,119.79000000000002,https://www.fergusonhome.com/kohler-k-20000/s1240319?uid=2965270,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,81,False,SHOWER,,,,,1223.413,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,82,False,198.528,,,,,198.528,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,83,False,100,,,,,100,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,84,False,EST,,,,,420,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,86,False,2025-12-11 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,87,False,887.7,,,,,887.7,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,88,Shiolh,2026-04-26 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,89,False,2026-04-01 00:00:00,,,,,15,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,93,"24""Grab Bar",HTTPS,,,,,145.145,https://www.fergusonhome.com/kohler-k-23295/s1720990?uid=4118429,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,94,Bath Shower Enclose,LOUS,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,95,Floor Heat,LOUS,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,96,Customer Selected Estimated,6872.620000000001,,,,,6872.620000000001,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,97,Lous Labor Estimated,4797.56,,,,,4797.56,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,98,Lous Material Estimated,1550,,,,,1550,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,99,Warmly Yours Flooring,443.68,,,,,443.68,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,100,Lous' Sub Labor,3990,,,,,3990,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,101,Dave paid Direct to LJA and ProSource,2324.641,,,,,0,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,102,Kitchen,ALLOWANCE,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,103,Sink - Kraus,HTTPS,,,,,450,https://www.fergusonhome.com/kraus-ka1ud33/s1785804?uid=4216807,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,104,Faucet - Moen,HTTPS,,,,,400,https://www.fergusonhome.com/moen-7260/s1783606?uid=4244185,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,105,Cabinet Hardware Fontana 23 Handles 9 Knobs,300,,,,,300,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,106,ALL Quartz,14260,,,,,14260,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,107,Primary Bath Vanity Carrara Breve,2400,,,,,2400,https://www.msisurfaces.com/site-search/?key=carrara+breve,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,108,"Shower :Pieces knee wall,shaving Shelf,Niche, Shower Curb",2026-04-02 00:00:00,,,,,,https://www.msisurfaces.com/site-search/?key=carrara+breve,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,109,Hall Bath Vanity Carrara Breve,2025-04-02 00:00:00,,,,,,https://www.msisurfaces.com/site-search/?key=carrara+breve,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,110,Powder Room Carrara Breve,2026-04-02 00:00:00,,,,,,https://www.msisurfaces.com/site-search/?key=carrara+breve,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,111,Primary Bath,ALLOWANCES,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,112,Shower Drain,2026-04-19 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,113,NEED 1 BOX,HTTPS,,,,,,https://happy-floors.com/products/happy-floors-eva?variant=45938815074458,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,114,Grout & Caulk for Feature & Floor - Mink,213.36,,,,,213.36,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,115,Need 84 SQ FT,1100,,,,,1100,https://www.msisurfaces.com/porcelain-durban/white/,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,116,Grout & Caulk for Walls - Frosty,2026-04-22 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,117,Need 15 SQ FT,2026-04-19 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,118,Schulter for Tile walls Alum Greige,2026-04-19 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,119,Shower Door - glass (Knee wall) Chrome Finish,2600,,,,,2600,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,120,(2) Sinks Rect,HTTPS,,,,,600,https://www.fergusonhome.com/kohler-k-20000/s1240319?uid=2965270,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,121,(2) Faucet,HTTPS,,,,,800,https://www.fergusonhome.com/kohler-k-22022-4/s1515499?uid=3554911,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,122,(2) Vanity light,800,,,,,800,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,123,(2) Mirrors,500,,,,,500,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,124,Shower Fixures / Trim,HTTPS,,,,,61.072,https://www.fergusonhome.com/kohler-k-ts74042-4/s1657688?uid=3935114,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,125,Shower Fixures / Valve,HTTPS,,,,,126.962,https://www.fergusonhome.com/kohler-k-8304-ks/s1251522?uid=2992369,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,126,"Shower Fixture / 8"" Rain Head",HTTPS,,,,,165.81400000000002,https://www.fergusonhome.com/kohler-k-76464-y/s1882332?uid=4453295,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,127,"Shower Fixture 15""  / Arm MODEL: K-26322-CP",SHOWER,,,,,124.76,https://www.fergusonhome.com/kohler-k-26322/s1816373?uid=4302982,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,128,Shoer - Awaken Handshower Kit,HTTPS,,,,,199.903,https://www.fergusonhome.com/kohler-k-99242-y/s1888445?uid=4466346,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,129,Shower Elbow  - Awaken,HTTPS,,,,,45.298,https://www.fergusonhome.com/kohler-k-98350/s946764?uid=2359596,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,130,Shower Vacumn,HTTPS,,,,,52.25,https://www.fergusonhome.com/kohler-k-9660/s564929?uid=176525,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,131,Shower Diverter Trim,HTTPS,,,,,141.493,https://www.fergusonhome.com/kohler-k-t97091-4/s1649335?uid=4013737,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,132,Shower Diverter Valve,HTTPS,,,,,204.17100000000002,https://www.fergusonhome.com/kohler-k-728-k/s563836?uid=1253173,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,133,"Grab Bar 18"" Vertical Moen Home Care",HTTPS,,,,,59.543000000000006,https://www.fergusonhome.com/moen-r8718d3g/s661980?uid=1899242,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,134,Toilet  Bowl - Round,HTTPS,,,,,500,https://www.fergusonhome.com/kohler-k-31589/s1764154?uid=4181546,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,135,Toilet  Tank,HTTPS,,,,,158.906,https://www.fergusonhome.com/search?term=K-31614-0,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,136,Toilet  Seat - Round,HTTPS,,,,,55.516999999999996,https://www.fergusonhome.com/kohler-k-26802/s1921485?uid=4539318,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,137,Exhaust Fan,HTTPS,,,,,95.953,https://www.fergusonhome.com/panasonic-fv-0510vs1/s1286588?uid=3162516,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,138,142.41,142.41,,,,,142.41,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,139,Hall Bath,ALLOWANCE,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,140,Sink,HTTPS,,,,,300,https://www.fergusonhome.com/kohler-k-2210/s559561?uid=220805,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,141,Faucet,HTTPS,,,,,400,https://www.fergusonhome.com/kohler-k-22022-4/s1515499?uid=3554911,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,142,Mirror -,200,,,,,200,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,143,Vanity light,200,,,,,200,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,147,Powder Room,ALLOWANCE,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,155,Fireplace Place,ALLOWANCE,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,156,Stone Surround,2400,,,,,2400,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,157,"Trim: Pencil 1/2"" x 12""  ML00526 $14.99 Need 26 Ft",TRIM,,,,,449.7,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,158,"Surround & Floor 18"" x 18"" Need 5 box ( 4 tiles come to a box)",568,,,,,568,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,159,Grout & Caulk need color & quanity 8lb,200,,,,,200,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,161,EST bay Siding,200,,,,,200,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,162,Kitchen Window,1800,,,,,1800,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,163,Delta Lorelai 32” Workstation Kitchen Sink Undermount 16 Gauge Stainless Steel Single Bowl with WorkFlow Ledge and Accessories,HTTPS,,,,,400,https://www.fergusonhome.com/delta-95b932-32s/s1815605?uid=4301493,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,164,Faucet - Delta Essa,HTTPS,,,,,376.15,https://www.fergusonhome.com/delta-9113-dst/s1136292?uid=2726474,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,167,Electrical,800,,,,,800,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,168,Cabinets,21000,,,,,21000,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,169,Hardware for Cabinets: Hayworth (885-305SBZ (3) &885-128SBZ (28),HARDWARE,,,,,614.25,https://www.hardwareresources.com/decorative-hardware/cabinet-knobs-pulls/pulls/885-pull.html,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,170,Utensil Organizer Pull out - by Stove,1901-09-12 06:00:00,,,,,,https://www.hardwareresources.com/organizers/cabinet-organizers/base-cabinet-organizers/ubpo-sc.html,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,171,Quartz,6600,,,,,6600,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,172,Calacatta Jadira CF-5/28 email,5358,,,,,5358,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,173,Tile,818.5,,,,,818.5,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,174,Grout 12 lbs - Frosty SKU: 100969856,GROUT,,,,,32.39,https://www.flooranddecor.com/tile-grout-installation-materials/laticrete-permacolor-grout%C2%A0-LA107.html,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,175,Caulk - Frosty - 1 SKU 100970136 Floor & Décor,CAULK,,,,,100970136,https://www.flooranddecor.com/tile-caulk-installation-materials/laticrete-latasil-silicone-sealant%C2%A0-LA103.html,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,176,Trim,150,,,,,150,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,177,-28950,-28950,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,178,2958.2580000000016,2958.2580000000016,,,,,2958.2580000000016,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,179,Change Orders -,REVERSE,,,,,1122,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,180,Change Orders -,PERMIT,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,181,Change Orders -,GARBAGE,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,182,"Shower Head, Trim, &  Tub Spout",HTTPS,,,,,1500,https://www.fergusonhome.com/moen-t2133/s720647?uid=212053,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,183,Valve - Moen Posi,HTTPS,,,,,169.80700000000002,https://www.fergusonhome.com/moen-8371hd/s357671?uid=1908313,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,184,Kohler Tub - Entity,HTTPS,,,,,526.9,https://www.fergusonhome.com/kohler-k-26109-ra/s1699736?uid=4011572,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,185,Tub Drain Kit,HTTPS,,,,,49.093,https://www.fergusonhome.com/jones-stephens-b2s24pzlcp/s2054377?uid=4932900,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,186,Toilet - elongated Chair Height,HTTPS,,,,,425.084,https://www.fergusonhome.com/kohler-k-31620/s1808775?uid=4283423,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,187,Toilet Seat -,HTTPS,,,,,60.5,https://www.fergusonhome.com/kohler-k-26801/s1921483?uid=4539315,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,188,Sentrel - Azzurra Bay 1 Corner Shelf,1800,,,,,1800,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,189,"Grab Bar 18"" Moen",HTTPS,,,,,200,https://www.fergusonhome.com/moen-r8718d3g/s661980?uid=1899242,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,190,Shower Rod Mounted - brushed Nickel,HTTPS,,,,,125.653,https://www.fergusonhome.com/gatco-829/s1808424?uid=4294657,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,191,-3500,-3500,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,192,-191.63600000000042,-191.63600000000042,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,193,Dan Mrozek 40214-THC,DAN,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,194,Flooring,I228133LX,,,,,$900.00,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,195,Flooring,VSNP-07660,,,,,$33.93,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,196,Flooring,14.905000000000001,,,,,14.905000000000001,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,198,Change Order Over,172.79999999999995,,,,,172.79999999999995,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,199,Shiloh,1200,,,,,1200,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,200,Hardware 2 Liberty,HTTPS,,,,,4.72,https://www.homedepot.com/p/Liberty-Mia-1-in-25-mm-Modern-Satin-Nickel-Round-Cabinet-Knob-PN0058C-SN-C/202021090,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,202,Quartz -,800,,,,,800,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,204,Plumbing,HTTPS,,,,,500,https://www.fergusonhome.com/kohler-k-22022-4/s1515499?uid=3567943,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,205,Hook for Towel,HTTPS,,,,,34.507000000000005,https://www.fergusonhome.com/kohler-k-21956/s1517170?uid=3560507,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,206,TP Holder,HTTPS,,,,,68.89300000000001,https://www.fergusonhome.com/kohler-k-21954/s1517169?uid=3560505,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,207,Security Storm Door,1400,,,,,1400,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,208,Storm door,550,,,,,550,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,209,Ferguson,2026-06-09 00:00:00,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,211,Flooring,HTTPS,,,,,93.24,https://www.homedepot.com/p/STEPSOLUTION-Sterling-Oak-Vinyl-Stair-Tread-Square-Exact-Match-for-Lifeproof-Floor-2-Pieces-46-in-x-6-25-in-x-7-mm-T-1006712135-SST/332787083,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,212,LVP- floor,HTTPS,,,,,500,https://www.homedepot.com/p/Lifeproof-Sterling-Oak-22-MIL-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sqft-case-I966106LP/309083456,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,213,LVP-Nosing,HTTPS,,,,,35.31,https://www.homedepot.com/p/PERFORMANCE-ACCESSORIES-Sterling-1-32-in-Thick-x-1-88-in-Wide-x-78-7-in-Length-Vinyl-Stair-Nose-Molding-VSNPH-07658/334696520,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,214,5200,5200,,,,,5200,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,215,10400,10400,,,,,10400,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,216,John Daye 39938-CJC,JOHN,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,217,Permit Allowance $150,PERMIT,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,218,Master Bathroom Plumbing,CD-K030PRO,,,,,2000,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,219,Master Bathroom Plumbing,CZ-DST,,,,,436.08400000000006,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,220,Master Bathroom Plumbing,DSS-LAHARA,,,,,1294.084,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,221,DR10000UNWSHF,DR10000UNWSHF,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,228,Master Bathroom Electrical,1000,,,,,1000,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,229,Master Bathroom Electrical,FV-0511VKS3S,,,,,248.60000000000002,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,230,Master Bathroom Electrical,FV-0511VKSL3,,,,,300.883,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,231,Master Bathroom LVP,ANTLER,,,,,900,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,232,Master Bathroom LVP,41.78900000000001,,,,,41.78900000000001,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,233,Master Bathroom Shower Wall System,2400,,,,,2400,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,234,Master bathroom Shower Door,3400,,,,,3400,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,235,Master Bath Finishes & Trim,3400,,,,,3400,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,236,Master Bath Finishes & Trim,NAPLES,,,,,135.55,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,237,Master Bath Finishes & Trim,K-20000,,,,,139.97500000000002,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,238,Master Bath Finishes & Trim,976,,,,,976,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,239,Master Bath Finishes & Trim,41618-CZ,,,,,173.657,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,240,Master Bath Finishes & Trim,41624-CZ,,,,,188.144,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,241,Master Bath Finishes & Trim,41642-CZ,,,,,289.28900000000004,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,242,Master Bath Finishes & Trim,73835-CZ,,,,,155.804,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,243,Master Bath Finishes & Trim,73850-CZ,,,,,72.88600000000001,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,244,Hall Bathroom Plumbing,CD-K030PRO,,,,,8500,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,245,Hall Bathroom Plumbing,CZ-DST,,,,,397.54,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,246,Hall Bathroom Plumbing,9106.38,,,,,9106.38,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,247,Hall Bathroom Electrical,800,,,,,800,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,248,Hall Bathroom Electrical,FV-0511VKSL3,,,,,300.883,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,249,Hall Bathroom Paint,NARRAGANSETT,,,,,,,,,,0
Product_Master_Audit_Pass.xlsx,Product_Occurrences,250,Hall Bath Sentrel,1600,,,,,1600,,,,,0
