manufacturer,manufacturerNorm,modelNumber,modelStem,name,description,category,unit,tier,collection,color,finish,productUrl,imageUrl,confidence,sourceWorkbook,sourceSheet,sourceRow,rowsInKey,distinctNamesInKey,distinctVendorsInKey,distinctColorFinishInKey
Kohler,kohler,K-R27240,KR27240,Grab Bar,Grab Bar -BN 45.52995 Left on office,Hardware,ea,,,,nickel,https://www.homedepot.com/p/KOHLER-Rubicon-9-in-Grab-Bar-in-Vibrant-Brushed-Nickel-K-R27240-BN/312230844,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,173 | 199 | 129 | 182 | 137,1,1,1,1
Kohler,kohler,K-R27241,KR27241,"Grab Bars 16"" Vertical at Entrance of Shower",,Shower,ea,,,black,black,https://www.homedepot.com/p/KOHLER-Rubicon-16-in-Grab-Bar-in-Matte-Black-K-R27241-BL/312230831,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,174 | 175 | 122 | 179 | 130 | 28 | 201 | 283 | 119 | 95 | 732,1,1,1,1
Kohler,kohler,K-R27242,KR27242,"Grab Bar 24"" Hortizial undeer window",,Hardware,ea,,,black,black,https://www.homedepot.com/p/KOHLER-Rubicon-24-in-Grab-Bar-in-Matte-Black-K-R27242-BL/313609400#overlay,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,176 | 177 | 123 | 178 | 131 | 132 | 29 | 202 | 282 | 120 | 167 | 96 | 731,1,1,1,1
Kohler,kohler,K-T23509,KT23509,Shower Diverter,Shower Diverter -4-CP 165.726,Shower,ea,,,,,https://www.fergusonhome.com/kohler-k-t23509-4/s1742706?uid=4148210,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,178 | 204 | 133 | 187 | 139,1,1,1,0
Kohler,kohler,K-T97091,KT97091,Shower Diverter Trim,,Shower,ea,,,,,https://www.fergusonhome.com/kohler-k-t97091-4/s1649335?uid=4013737,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,179 | 52 | 134 | 230 | 41 | 57 | 53,1,1,1,0
Kohler,kohler,K-T99763,KT99763,Tub Shower Trim,Bathroom Plumbing Tub Shower Trim -4G-BL 584.4630000000001,Shower,ea,,,,,https://www.fergusonhome.com/kohler-k-t99763-4g/s1682561?uid=4326090,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,180 | 23 | 135 | 32 | 33,1,1,1,0
Kohler,kohler,K-TS23501,KTS23501,Shower Handle Trim,Bathroom Plumbing Shower Handle Trim -4-CP 259.633 2661.83,Shower,ea,,,,,https://www.fergusonhome.com/kohler-k-ts23501-4/s1756423?uid=4157321,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,181 | 202 | 136 | 185 | 138,1,1,1,0
Kohler,kohler,K-TS27043,KTS27043,Shower Trim,,Shower,ea,,,,,https://www.fergusonhome.com/kohler-k-ts27043-4/s1854449?uid=4388935,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,182 | 151 | 137 | 231 | 249 | 144 | 113,2,1,1,0
Kohler,kohler,K-TS27392,KTS27392,"Shower Head, Trim & Arm","Shower Head, Trim & Arm -4G-BN 151.69",Shower,ea,,,,,https://www.fergusonhome.com/kohler-k-ts27392-4g/s1866401?uid=4428129,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,183 | 189 | 138 | 177 | 135,1,1,1,0
Kohler,kohler,K-TS74042,KTS74042,Shower Fixures / Trim,,Shower,ea,,,,,https://www.fergusonhome.com/kohler-k-ts74042-4/s1657688?uid=3935114,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,184 | 45 | 139 | 232 | 34 | 50 | 46,1,1,1,0
Kohler,kohler,R31058,R31058,"24"" Sundae Towel Bar",,Hardware,ea,,,black,black,https://www.homedepot.com/p/KOHLER-Sundae-24-in-Wall-Mounted-Towel-Bar-in-Matte-Black-R31058-BL/322230892,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,229 | 180 | 179 | 285 | 284 | 168 | 131,1,1,1,1
Kohler,kohler,R31059,R31059,"Sundae 18"" Towel bar",,Hardware,ea,,,black,black,https://www.homedepot.com/p/KOHLER-Sundae-18-in-Wall-Mounted-Towel-Bar-in-Matte-Black-R31059-BL/322230895,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,230 | 181 | 180 | 286 | 285 | 169 | 132,1,1,1,1
Kohler,kohler,R31060,R31060,Sundae Toilet Paper Holder,,Toilet,ea,,,black,black,https://www.homedepot.com/p/KOHLER-Sundae-Toilet-Paper-Holder-in-Matte-Black-R31060-BL/322231032,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,231 | 182 | 181 | 287 | 286 | 170 | 133,1,1,1,1
Kohler,kohler,R31062,R31062,(3) Hooks two for bath - one for hand towel,,,ea,,,black,black,https://www.homedepot.com/p/KOHLER-Sundae-J-Shaped-Robe-Hook-in-Matte-Black-R31062-BL/322233200?MERCH=REC-_-pipcollection-_-322231032-_-1-_-n/a-_-n/a-_-n/a-_-n/a-_-n/a,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,232 | 154 | 182 | 288 | 252 | 146 | 114,1,1,1,1
Kohler,kohler,R38343,R38343,Shower Door - Swing brushed Nickel,Shower Door - Swing brushed Nickel 600 550.3325,Plumbing,ea,,,brushed nickel,brushed nickel,https://www.homedepot.com/p/KOHLER-Ashan-32-36-in-W-x-70-in-H-Frameless-Pivot-Shower-Door-in-Brushed-Nickel-with-1-4-in-Thick-Crystal-Clear-Glass-R38343-6L-BNK/333388627,,high,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,237 | 166,1,1,1,1
Kohler,kohler,SC03,SC03,Vanity Light,,Lighting,ea,,,,,https://www.fergusonhome.com/kohler-lighting-26848-sc03/s1892805?uid=4476255,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,31 | 86 | 30 | 88 | 96 | 81,1,1,1,0
LifeProof,lifeproof,ANTLERTRAIL210SQFT,ANTLERTRAIL210SQFT,LVT Flooring,,Master Bathroom LVP,ea,,,,,,,high,,John Daye 39938-CJC,26,1,1,1,0
Lifeproof,lifeproof,B47,B47,LVP Flooring Walnut Glen 24 SQ FT,LVP Flooring Walnut Glen 24 SQ FT 67400.500.07B47 200 166 138.12699999999998 Home Depot,,sqft,,,,,https://www.homedepot.com/p/Lifeproof-Walnut-Glen-22-MIL-x-7-4-in-W-x-47-8-L-Waterproof-Click-Lock-Luxury-Vinyl-Plank-Flooring-19-8-sqft-case-67400-500-07B47/328123953,,high,compiled_products_db.xlsx,Sheet1,155,1,1,0,0
Lifeproof,lifeproof,I06204LP,I06204LP,LVT Floor Tile - Dusk Cherry,LVT Floor Tile - Dusk Cherry 193.061,Flooring,ea,,,,,https://www.homedepot.com/p/Lifeproof-Dusk-Cherry-22-MIL-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sqft-case-I06204LP/311573441,,high,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,26,1,1,1,0
Lifeproof,lifeproof,I228133LX,I228133LX,EnSuite Bath LVP L.P. Shallowford Oak 41 SQ FT,EnSuite Bath LVP L.P. Shallowford Oak 41 SQ FT 300 160 179.45685,Flooring,sqft,,,,,https://www.homedepot.com/p/Lifeproof-Shallowford-Oak-22-MIL-x-8-7-in-W-x-59-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-25-sq-ft-case-I228133LX/327715775,,high,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,173 | 69 | 734,1,1,1,0
Lifeproof,lifeproof,I233111L,I233111L,LVT LVT Flooring Pinecrest Place Oak 792 SQ FT,LVT LVT Flooring Pinecrest Place Oak 792 SQ FT 3500 2512.4 3193.35335,Flooring,sqft,,,,,https://www.homedepot.com/p/Lifeproof-Pinecrest-Place-Oak-22-MIL-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sq-ft-case-I233111L/327716118,,high,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,102 | 88,1,1,1,0
Lifeproof,lifeproof,I966106LP,I966106LP,LVP- floor,LVP- floor 500 127.74 Lou order,Flooring,ea,,,,,https://www.homedepot.com/p/Lifeproof-Sterling-Oak-22-MIL-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sqft-case-I966106LP/309083456,,high,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,87 | 75,1,1,1,0
Lifeproof,lifeproof,IT13126L,IT13126L,Flooring LP - Navarra Maple 622 + 111 733 SQ FT,Flooring LP - Navarra Maple 622 + 111 733 SQ FT 2600 2515.6975249999996 4759.14,Flooring,sqft,,,,,https://www.homedepot.com/p/Lifeproof-Navarra-Maple-22-mil-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sq-ft-case-IT13126L/325477212,,high,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,127 | 101,1,1,1,0
LifeProof,lifeproof,SI2103090L,SI2103090L,LVT Flooring (5),Hall Bath LVT LVT Flooring (5) 300 272.536 344.658 Mountain Brook Marble,Hall Bath LVT,ea,,,,,,,high,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,John Daye 39938-CJC | Sheet1,74 | 94 | 84,1,1,1,0
Lifeproof,lifeproof,SI992101L,SI992101L,Life Proof Flooring - 50 SQ FT Feldstar Onxy 12x24 - (1) T-Strip EST,Life Proof Flooring - 50 SQ FT Feldstar Onxy 12x24 - (1) T-Strip EST SKU: 1012460766 218.81654999999998,Flooring,sqft,,,,,https://www.homedepot.com/p/Lifeproof-Feldspar-Onyx-22-MIL-x-11-9-in-W-x-23-8-in-L-Click-Lock-Waterproof-Vinyl-Tile-Flooring-17-7-sq-ft-Case-SI992101L/331922386,,high,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,253 | 178,1,1,1,0
LifeProof,lifeproof,V4N1H-08542,V4N1H08542,T-Strip (1),,Hall Bath LVT,ea,,,,,,,high,,John Daye 39938-CJC,75,1,1,1,0
Miseno,miseno,MNO311LCP,MNO311LCP,Bella GPM Widespread Bathroom Faucet with Pop-Up Drain Assembly Model,,Faucet,ea,,,,,https://www.fergusonhome.com/miseno-mno311l/s1963380?uid=4644130,,high,Product_Master_Refined.xlsx,Product Master | Raw Extract,167 | 277,1,1,1,0
Moen,moen,8371HD,8371HD,Valve - Posi,,Shower Valve,ea,,,,,https://www.fergusonhome.com/moen-8371hd/s357671?uid=1908313,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,61 | 78 | 55 | 118 | 81,1,1,1,0
Moen,moen,A725ORB,A725ORB,Shower Wall Elbow Supply,Shower Wall Elbow Supply 72.776,Shower,ea,,,,,https://www.fergusonhome.com/moen-a725/s415773?uid=1030244,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,70 | 231 | 63 | 211 | 148,1,1,1,0
Moen,moen,B01H1SOC02,B01H1SOC02,Faucet & Drain Kit,Faucet & Drain Kit M6802BN 209.3555 Amazon,,ea,,,,,https://www.amazon.com/gp/product/B01H1SOC02/ref=ox_sc_act_title_1?smid=ATVPDKIKX0DER&th=1,,high,compiled_products_db.xlsx,Sheet1,243,1,1,0,0
Moen,moen,B074K731S9,B074K731S9,Tub Spout,Tub Spout M3839BN 74.681675,Plumbing,ea,,,,nickel,https://www.amazon.com/Moen-3839BN-Rizon-Brushed-Nickel/dp/B074K731S9/ref=sr_1_4?crid=XZNZBN2CGIQ7&dib=eyJ2IjoiMSJ9.utzQ0UX5_wgBIDFSQOysdYhZajZDRW4ebHT3KUUv5-w.mRga2qlPaSVp3phWEq4AEg59eJ9NuKQleDuovA5je74&dib_tag=se&keywords=3839bn&qid=1772131720&s=hi&sprefix=3839bn%2Ctools%2C176&sr=1-4&th=1,,high,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,244 | 173,1,1,1,1
Moen,moen,B07979FN76,B07979FN76,Shower Head M3662,Shower Head M3662EPBN 201.5182,Plumbing,ea,,,,,https://www.amazon.com/Moen-3662EPBN-Magnetix-Six-Function-Showerhead/dp/B07979FN76?ref_=pb_hm_dp,,high,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,240 | 170,1,1,1,0
Moen,moen,C5BL,C5BL,Shower Head - Magnitic,,Shower,ea,,,,,https://www.fergusonhome.com/moen-220c5/s1965009?uid=4649838,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,26 | 110 | 24 | 84 | 188,1,1,1,0
Moen,moen,DN2170BN,DN2170BN,Curved Shower Rod M,Curved Shower Rod MDN2170BN 47.036 Ferguson,Plumbing,ea,,,,,https://www.amazon.com/Moen-DN2170BN-DN2170-Tension-Curved/dp/B0BP3S294G?ref_=pb_hm_dp,,high,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,246 | 174,1,1,1,0
Moen,moen,LR2352DBN,LR2352DBN,"T.P. 7 /8"" x 1"" Grab Bar with Integrated Tissue Holder from the Home Care Collection","T.P. 7-5/8"" x 1"" Grab Bar with Integrated Tissue Holder from the Home Care Collection 64.37200000000001",Uncategorized,ea,,,,,https://www.fergusonhome.com/moen-lr2352d/s591174?uid=1748229,,high,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Extract | Raw Records | Product Master | Sheet1,15 | 37 | 195 | 16 | 151 | 21 | 22,1,1,1,0
Moen,moen,M164745ORB,M164745ORB,Shower Arm Flange,Shower Arm Flange 19.657,Shower,ea,,,,,https://www.fergusonhome.com/moen-164745/s849728?uid=2175845,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,198 | 229 | 154 | 209 | 146,1,1,1,0
Moen,moen,M2570,M2570,Shower Valve - posi temp,,Shower,ea,,,,,https://www.fergusonhome.com/moen-2570/s136731?uid=2553010,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,199 | 100 | 155 | 252 | 169 | 99 | 87,1,1,1,0
Moen,moen,M3662EPBN,M3662EPBN,Shower Head,,Shower,ea,,,,,https://www.amazon.com/Moen-3662EPBN-Magnetix-Six-Function-Showerhead/dp/B07979FN76?ref_=pb_hm_dp,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,200 | 265 | 156,1,1,1,0
Moen,moen,M3667EPORB,M3667EPORB,Shower Handheld w/Slide Bar,Shower Handheld w/Slide Bar 535.502,Shower,ea,,,,,https://www.fergusonhome.com/moen-3667ep/s870602?uid=2223440,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,201 | 230 | 157 | 210 | 147,1,1,1,0
Moen,moen,M3839BN,M3839BN,Tub Spout,,Tub,ea,,,,,https://www.amazon.com/Moen-3839BN-Rizon-Brushed-Nickel/dp/B074K731S9/ref=sr_1_4?crid=XZNZBN2CGIQ7&dib=eyJ2IjoiMSJ9.utzQ0UX5_wgBIDFSQOysdYhZajZDRW4ebHT3KUUv5-w.mRga2qlPaSVp3phWEq4AEg59eJ9NuKQleDuovA5je74&dib_tag=se&keywords=3839bn&qid=1772131720&s=hi&sprefix=3839bn%2Ctools%2C176&sr=1-4&th=1,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,203 | 271 | 159,1,1,1,0
Moen,moen,M62370,M62370,Shower Valve,Brushed Nickel Shower Valve 135.63,Shower,ea,,,brushed nickel,brushed nickel,https://www.fergusonhome.com/moen-62370/s283533?uid=268103,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,204 | 264 | 160 | 239 | 169,1,1,1,1
Moen,moen,M-66610,M66610,"Powder room Faucet Brantford Collection 4"" Centerset",,Faucet,ea,,,,,https://www.fergusonhome.com/moen-66610/s296425?uid=1234366&searchId=0ydq3X01TC,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,197 | 285 | 153 | 251 | 312,1,1,1,0
Moen,moen,M6802BN,M6802BN,Faucet & Drain Kit,Faucet & Drain Kit 209.3555,Faucet,ea,,,,,https://www.amazon.com/gp/product/B01H1SOC02/ref=ox_sc_act_title_1?smid=ATVPDKIKX0DER&th=1,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,205 | 270 | 161 | 172,1,1,1,0
Moen,moen,M7260SRS,M7260SRS,Faucet,,Faucet,ea,,,,,https://www.fergusonhome.com/moen-7260/s1783606?uid=4244185,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,206 | 36 | 162 | 254 | 24 | 45 | 44,1,1,1,0
Moen,moen,M9000,M9000,(2) Faucet Valves,(2) Faucet Valves 254.232,Faucet,ea,,,,,https://www.fergusonhome.com/moen-9000/s373576?uid=112916,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,207 | 236 | 163 | 216 | 151,1,1,1,0
Moen,moen,M9792,M9792,Bath Tub Rough In,Bath Tub Rough In 333.04699999999997,Tub,ea,,,,,https://www.fergusonhome.com/moen-9792/s763099?uid=1958615,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,208 | 238 | 164 | 218 | 153,1,1,1,0
Moen,moen,MA714ORB,MA714ORB,Shower Vacuum Breaker,Shower Vacuum Breaker 161.54600000000002,Shower,ea,,,,,https://www.fergusonhome.com/moen-a714/s412862?uid=1030219,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,209 | 232 | 165 | 212 | 149,1,1,1,0
Moen,moen,MDN2170BN,MDN2170BN,Curved Shower Rod,,Shower,ea,,,,,https://www.amazon.com/Moen-DN2170BN-DN2170-Tension-Curved/dp/B0BP3S294G?ref_=pb_hm_dp,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,210 | 273 | 166,1,1,1,0
Moen,moen,MR8718D3GCH,MR8718D3GCH,"Grab Bar 18"" Vertical Home Care",,Hardware,ea,,,,,https://www.fergusonhome.com/moen-r8718d3g/s661980?uid=1899242,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,212 | 54 | 168 | 272 | 43 | 59 | 55,1,1,1,0
Moen,moen,MS122BN,MS122BN,Shower Arm,Shower Arm 96.382,Shower,ea,,,,,https://www.fergusonhome.com/moen-s122/s684052?uid=1757793,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,214 | 266 | 170 | 241 | 171,1,1,1,0
Moen,moen,MS6365EPORB,MS6365EPORB,Shower Head,Shower Head 338.569,Shower,ea,,,,,https://www.fergusonhome.com/moen-s6365ep/s763030?uid=1958815&searchId=5gAx2sQ1dd,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,215 | 227 | 171 | 207 | 145,1,1,1,0
Moen,moen,MT2181BN,MT2181BN,Shower Handle Trim,,Shower,ea,,,,,https://www.amazon.com/Moen-T2181BN-Dartmoor-Posi-Temp-Faucet/dp/B01M4QHPQS?ref_=pb_hm_dp&th=1,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,217 | 263 | 173,1,1,1,0
Moen,moen,MT2902NH,MT2902NH,Shower Trim - Chrome,,Shower,ea,,,chrome,Chrome,https://www.fergusonhome.com/moen-t2902nh/s1434096?uid=3372980,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,218 | 99 | 174 | 274 | 168 | 98 | 86,1,1,1,1
Moen,moen,MT6905ORB,MT6905ORB,(2) Faucet & Drain Kit,(2) Faucet & Drain Kit 1029.358,Faucet,ea,,,,,https://www.fergusonhome.com/moen-t6905/s763153?uid=1958854,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,219 | 235 | 175 | 215 | 150,1,1,1,0
