name,modelNumber,manufacturer,vendor,description,category,unit,tier,collection,color,finish,price,productUrl,imageUrl,sourceType,sourceWorkbook,sourceSheet,sourceRow,confidence
Electric LED Lighted Mirror 450 4,MRE13636,,Ferguson,Electric LED Lighted Mirror 450 493.35 493.02,Electrical,ea,,,,,493.35,https://www.fergusonhome.com/elegant-lighting-mre13636/s1604937?uid=3829770,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,141 | 110,high
LED Lighted Mirror,MRE13636,,Ferguson,,Lighting,ea,,,,,493.02,https://www.fergusonhome.com/elegant-lighting-mre13636/s1604937?uid=3829770,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,213 | 145 | 169 | 273 | 243,high
Toliets (3) Toilets - 3 Toto/Seat Included $ 3 PC,MS776124CSFG,,,Toliets (3) Toilets - 3 Toto/Seat Included $477.99 3 PC #01 1350 1481.8 1420.683 Ferguson,,ea,,,,,477.99,https://www.fergusonhome.com/toto-ms776124csfg/s1797886?uid=4250648,,derived,compiled_products_db.xlsx,Sheet1,131,high
"Hall Mirror 32' x24"" Arched 2",NNH87N,,,"Hall Mirror 32' x24"" Arched 205.66 Amazon",,ea,,,,,205.66,https://www.amazon.com/dp/B0GVNNH87N?ref_=ppx_printOD_title_dt_b_fed_asin_title_0_0&th=1,,derived,compiled_products_db.xlsx,Sheet1,105,high
Shower Wall Tile 93 sq ft MSI Veneto White Matte 12x24,NVENEWHI1224,,,,Shower,sqft,,,,White,1200.00,https://www.msisurfaces.com/site-search/?key=Veneto%20White,,derived,Product_Master_Audit_Pass.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Warehouse.xlsx,Product_Occurrences | Product_Master | Product Library | Raw Records | Product Master | Product Occurrences,305 | 290 | 222 | 116 | 276 | 194,high
Hardware 2 Liberty,PN0058C,,Home Depot,Hardware 2 Liberty -SN-C 4.72 4.72,Cabinetry,ea,,,,nickel,4.72,https://www.homedepot.com/p/Liberty-Mia-1-in-25-mm-Modern-Satin-Nickel-Round-Cabinet-Knob-PN0058C-SN-C/202021090,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,223 | 85 | 178 | 278 | 95 | 80 | 71,high
"Shower Feature Wall Tile 36"" 36"" Niche 10 SQ FT =",POL10MM,,,"Shower Feature Wall Tile 36"" 36"" Niche 10 SQ FT =175.50 SMOT-CECILY- 193.05 220.077 ProSource",,sqft,,,,,175.50,https://www.msisurfaces.com/natural-stone-mosaics/cecily-pattern-polished/,,derived,compiled_products_db.xlsx,Sheet1,151,high
"Delta Universal Mixing Rough-In Valve with Service Stops, 1/2"" NPT Male thread with 1/2"" C.W.T Female Sweat - Shower Only, No Tub Outlet",R10000,,,,,ea,,,,,77.79,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,225 | 212,high
"Delta Universal Mixing Rough-In Valve with Service Stops, 1/2"" NPT Male thread with 1/2"" C.W.T Female Sweat - Shower Only, No Tub Outlet",R10000-UNWSHF,,Ferguson,,,ea,,,,,,,,baseline,,John Daye 39938-CJC,13,medium
Delta Diverter Rough-In Valve for Delta 3 Function and 6 Function Diverter Trims,R11000,,Ferguson,,,ea,,,,,,,,baseline,,John Daye 39938-CJC,12,medium
Kitchen Sink,RUVATIRVH8350,,Ferguson,Ruvati RVH8350,Kitchen,ea,,,,,603.90,,,baseline,,Gapinske Jane 40097-LNC  6.19.2,9,medium
Sink Home,RVH8310,,Ferguson,Sink 1250 511.093 Home,Plumbing,ea,,,,,0.00,,,derived,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,220,high
Shower Arm,S122BG,,Ferguson,Shower Arm 104.88499999999999 1.0,Plumbing,ea,,,,,104.88,,,derived,Product_Master_Audit_Pass.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product_Occurrences | Product_Master | Sheet1,617 | 589 | 189,high
Tub Drain Kit B2 Ferguson 0,S24PZLCP,,,Tub Drain Kit B2S24PZLCP 49.093 Ferguson,,ea,,,,,49.09,https://www.fergusonhome.com/jones-stephens-b2s24pzlcp/s2054377?uid=4932900,,derived,compiled_products_db.xlsx,Sheet1,75,high
Shower Head,S6365BN,,Ferguson,Shower Head 308.59400000000005 1.0,Plumbing,ea,,,,,308.59,,,derived,Product_Master_Audit_Pass.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product_Occurrences | Product_Master | Sheet1,678 | 649 | 213,high
Plug for the tub - 4 holes,SH131WH,,Gferguson,,Tub,ea,,,,,20.23,https://www.fergusonhome.com/search?term=SH131WH,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,237 | 240 | 187,high
Tub Plug for the tub - 4 holes G,SH131WH,,Ferguson,Tub Plug for the tub - 4 holes 20.23 G,Plumbing,ea,,,,,20.23,https://www.fergusonhome.com/search?term=SH131WH,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,220 | 157,high
Soaker Tub,SH462576,,,,,ea,,,,,2056.62,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,648 | 620,high
Soaker Tub .6150000000002,SH462576,,Ferguson,Soaker Tub 2056.6150000000002 1.0,Plumbing,ea,,,,,0.00,,,derived,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,203,high
Soaker Tub Drain Roughin,SH653PVC,,Ferguson,Soaker Tub Drain Roughin 216.71099999999998 1.0,Plumbing,ea,,,,,216.71,,,derived,Product_Master_Audit_Pass.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product_Occurrences | Product_Master | Sheet1,649 | 621 | 204,high
Hall Bath LVT,SI2103090L,,,,,ea,,,,,300.00,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,258 | 245,high
Medicine Cabinet 24 in. W x 30 in. H Rectangular with Mirror,SP4450,,Home Depot,Medicine Cabinet 24 in. W x 30 in. H Rectangular with Mirror 196.9,Cabinetry,ea,,,,,0.00,https://www.homedepot.com/p/Glacier-Bay-24-in-W-x-30-in-H-Rectangular-Medicine-Cabinet-with-Mirror-SP4450/202070551,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx | Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Extract.xlsx | Product_Master_Refined.xlsx,Sheet1 | Product Library | Raw Extract | Raw Records | Sheet1 | Product Master,17 | 18 | 22 | 32 | 246 | 12 | 194,high
"Tile Bath Floor Tile 24"" x 24"" 38 SQ FT $ U 9",SSP2424317,,,"Tile Bath Floor Tile 24"" x 24"" 38 SQ FT $155.80 USSP2424317 950 211.38000000000002 209.71500000000003 ProSource",,sqft,,,,,155.80,https://www.stonepeakceramics.com/product/ikonite-walnut/,,derived,compiled_products_db.xlsx,Sheet1,149,high
"Shower Wall Tile 24"" x 48"" 95 SQ FT $ U",SSP2448317,,,"Shower Wall Tile 24"" x 48"" 95 SQ FT $432.35 USSP2448317 904.8000000000001 543.048 ProSource R 4/22",,sqft,,,,,432.35,https://www.stonepeakceramics.com/product/ikonite-walnut/,,derived,compiled_products_db.xlsx,Sheet1,150,high
"Delta Innovations Three Function Diverter Valve Trim Less Rough-In Valve - Two Independent Positions, One Shared Position",T11800,,,,,ea,,,,,277.40,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,226 | 213,high
"Delta Innovations Three Function Diverter Valve Trim Less Rough-In Valve - Two Independent Positions, One Shared Position",T11800-CZ,,Ferguson,,,ea,,,,,,,,baseline,,John Daye 39938-CJC,14,medium
Delta Lahara Monitor 17 Series Dual Function Pressure Balanced Shower Only with Integrated Volume Control - Less Rough-In Valve,T17238,,,,,ea,,,,,307.77,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,227 | 214,high
Delta Lahara Monitor 17 Series Dual Function Pressure Balanced Shower Only with Integrated Volume Control - Less Rough-In Valve,T17238-CZ,,Ferguson,,,ea,,,,,,,,baseline,,John Daye 39938-CJC,15,medium
"Shower Trim Moen, Brantford",T2151BN,,,,,ea,,,,,109.35,https://www.fergusonhome.com/moen-t2151/s720278?uid=1030356,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,538 | 512,high
"Shower , Trim & Arm Moen Gibson Shower Only Trim Package Shower Head",T2902NHBN,,Ferguson,,,ea,,,,,,https://www.fergusonhome.com/moen-t2902nh/s1434096?uid=3882442,,derived,Product_Master_Extract.xlsx,Sheet1,2,high
Shower Trim,T3691BN,,Ferguson,Shower Trim 373.021 1.0,Plumbing,ea,,,,,373.02,,,derived,Product_Master_Audit_Pass.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product_Occurrences | Product_Master | Sheet1,676 | 647 | 211,high
Toto Toilet Add-On,TCST642CEFGAT4001,,Ferguson,,Toilet,ea,,,,,1432.56,https://www.fergusonhome.com/toto-mw6424736cefga/s1931975?uid=4565624,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,252 | 239 | 202,high
2 Widespread Faucets,TS44102BG,,,,,ea,,,,,1341.80,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,626 | 598,high
2 Widespread Faucets .802,TS44102BG,,Ferguson,2 Widespread Faucets 1341.802 1.0,Plumbing,ea,,,,,0.00,,,derived,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,195,high
Add-on toilet,TSW4736AT4001,,,,,ea,,,,,902.14,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,511 | 486,high
Add-on toilet Toilet Washlet + Bidet,TSW4736AT4001,,Ferguson,** Add-on toilet Toilet Washlet + Bidet 902.143,Plumbing,ea,,,,,0.00,,,derived,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,155,high
Add-on toilet,TTHU857,,,,,ea,,,,,144.90,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,512 | 487,high
Add-on toilet Auto Flush Unit,TTHU857,,Ferguson,** Add-on toilet Auto Flush Unit 1.28 144.903,Plumbing,ea,,,,,0.00,,,derived,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,156,high
Shower Valve,U232CIS,,Ferguson,Shower Valve 1000 198.935 1.0,Plumbing,ea,,,,,1000.00,,,derived,Product_Master_Audit_Pass.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product_Occurrences | Product_Master | Sheet1,614 | 586 | 187,high
Utensil Organizer Pull out - by Stove,UBPO-8SC,,Hardware Resources,,,ea,,,,,,https://www.hardwareresources.com/organizers/cabinet-organizers/base-cabinet-organizers/ubpo-sc.html,,derived,Product_Master_Enhanced.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Product Occurrences,256 | 74 | 331 | 70,high
Shower Floor tile 4” x 4” Hexagon 18 SQ FT =$,USG12MH3317,,,Shower Floor tile 4” x 4” Hexagon 18 SQ FT =$627.30,Shower,sqft,,,,,690.03,https://www.stonepeakceramics.com/product/ikonite-walnut/,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,257 | 161 | 205 | 334 | 259,high
Shower Floor tile 4” x 4” Hexagon 18 SQ FT =$ USG12MH33,USG12MH3317,,,Shower Floor tile 4” x 4” Hexagon 18 SQ FT =$627.30 730.03 690.03 ProSource,,sqft,,,,,627.30,https://www.stonepeakceramics.com/product/ikonite-walnut/,,derived,compiled_products_db.xlsx,Sheet1,152,high
"Bath Floor Tile 24"" x 24"" 38 SQ FT $",USSP2424317,,,"Bath Floor Tile 24"" x 24"" 38 SQ FT $155.80",Tile,sqft,,,,,209.72,https://www.stonepeakceramics.com/product/ikonite-walnut/,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,258 | 157 | 206 | 335 | 255,high
"Tile Bath Floor Tile 24"" x 24"" 38 SQ FT $ 9",USSP2424317,,ProSource,"Tile Bath Floor Tile 24"" x 24"" 38 SQ FT $155.80 950 211.38000000000002 209.71500000000003",Flooring,sqft,,,,,209.00,https://www.stonepeakceramics.com/product/ikonite-walnut/,,derived,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,116,high
"Shower Wall Tile 24"" x 48"" 95 SQ FT $",USSP2448317,,ProSource,"Shower Wall Tile 24"" x 48"" 95 SQ FT $432.35",Shower,sqft,,,,,543.05,https://www.stonepeakceramics.com/product/ikonite-walnut/,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,259 | 159 | 207 | 336 | 257 | 117,high
Shower 2 handle Trim & Valve,UTS9211BG,,Ferguson,Shower 2 handle Trim & Valve 622.183 1.0,Plumbing,ea,,,,,622.18,,,derived,Product_Master_Audit_Pass.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product_Occurrences | Product_Master | Sheet1,615 | 587 | 188,high
1 Strip,V4N1H,,Home Depot,1-T Strip,,ea,,,,,41.11,https://www.homedepot.com/p/PERFORMANCE-ACCESSORIES-Walnut-Glen-0-31-in-T-x-2-in-W-x-78-7-in-L-Vinyl-4-in-1-Molding-V4N1H-07649/339181153,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,262 | 263 | 167 | 186 | 210 | 211 | 338 | 339 | 266 | 290,high
Hall Bath LVT,V4N1H,,,,,ea,,,,,41.79,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,259 | 246,high
T-Strip (1),V4N1H,,,,Hall Bath LVT,ea,,,,,42.27,LifeProof,,derived,Product_Master_Warehouse.xlsx,Product Master | Product Occurrences,340 | 158,high
T-Strip -3,V4N1H,,Home Depot,,,ea,,,,,126.35,https://www.homedepot.com/p/PERFORMANCE-ACCESSORIES-Pinecrest-0-31-in-T-x-2-in-W-x-78-7-in-L-Vinyl-4-in-1-Molding-V4N1H-07518/339181305,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,261 | 105 | 209 | 337 | 175,high
Stair Nose Cap -9,VSNP-07518,,Home Depot,,,ea,,,,,301.45,https://www.homedepot.com/p/Saffron-1-32-in-T-x-1-88-in-W-x-78-7-in-L-Vinyl-Stair-Nose-Molding-VSNP-07518/327714881,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,265 | 104 | 213 | 355 | 174,high
Flooring,VSNP-07660,,,,,ea,,,,,33.93,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,195 | 182,high
LifeProof Shallow Ford Oak Stair Nose,VSNP-07660,,Home Depot,,Flooring,ea,,,,,33.93,,,baseline,,"Mrozek, Dan 40214-THC",6,medium
Flooring,VV872,,,,,ea,,,,,950.00,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,848 | 816,high
Flooring Kitchen Floor LVT Sonia Marble 166 Sq Ft,VV872,,ProSource,Flooring Kitchen Floor LVT Sonia Marble 166 Sq Ft 1410 926.21,Flooring,sqft,,,,,926.21,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,284 | 221,high
Flooring LVT Coretec Iona Stone 90 SQ FT -12266 950,VV872,,ProSource,Flooring LVT Coretec Iona Stone 90 SQ FT -12266 950 463.11,Flooring,sqft,,,,,463.11,,,derived,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,231,high
3 - Hooks,W000078398,,Wayfair,3 - Hooks SKU: 87 86.55 Cabinet & (3) Hooks,Cabinetry,ea,,,,,86.55,https://www.wayfair.com/home-improvement/pdp/rebrilliant-clairview-wall-mounted-robe-hook-w000078398.html?piid=477188212,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,240 | 141 | 190 | 311 | 237 | 137 | 106,high
"36"" Free Standing Cabinet Storage",W112248263,,,,Cabinetry,ea,,,,,325.49,https://www.wayfair.com/storage-organization/pdp/hokku-designs-palace-imports-100-solid-wood-short-bathroom-linen-cabinet-with-doors-drawers-adjustable-shelves-modular-bathroom-laundry-storage-cabinet-32-w-x-3575-h-w112248274.html?piid=843716567,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,241 | 138 | 191 | 312 | 234,high
"Cabinet 36"" Free Standing Cabinet Storage",W112248263,,Wayfair,"Cabinet 36"" Free Standing Cabinet Storage SKU: 1300 326 325.49 Cabinet & (3) Hooks",Cabinetry,ea,,,,,325.49,https://www.wayfair.com/storage-organization/pdp/hokku-designs-palace-imports-100-solid-wood-short-bathroom-linen-cabinet-with-doors-drawers-adjustable-shelves-modular-bathroom-laundry-storage-cabinet-32-w-x-3575-h-w112248274.html?piid=843716567,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,134 | 104,high
Shower Wall Tile 93 sq ft MSI Veneto White Matte 12x24 NVEN,WHI1224,,,Shower Wall Tile 93 sq ft MSI Veneto White Matte 12x24 NVENEWHI1224 1200 340 ProSource,,sqft,,,,,0.00,https://www.msisurfaces.com/site-search/?key=Veneto%20White,,derived,compiled_products_db.xlsx,Sheet1,113,high
Backsplash Tile MSI Renzo NRENJAD3 GLOSSY ProSource,X12,,,Backsplash Tile MSI Renzo NRENJAD3X12 GLOSSY 1200 261.3 ProSource,,ea,,,,,261.30,,,derived,compiled_products_db.xlsx,Sheet1,283,high
Hall Mirror,X24,,Amazon,,Mirror,ea,,,,,,https://www.amazon.com/dp/B0GVNNH87N?ref_=ppx_printOD_title_dt_b_fed_asin_title_0_0&th=1,,derived,Product_Master_Enhanced.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Product Occurrences,37 | 107 | 91 | 181,high
"Grab Bar 18"" Vertical",YG0418BN,,Ferguson,,,ea,,,,,,https://www.fergusonhome.com/moen-yg0418/s1084794?uid=2709208,,derived,Product_Master_Extract.xlsx,Sheet1,14,high
"Grab Bar 36"" Hortizal",YG0436BN,,Ferguson,,,ea,,,,,,https://www.fergusonhome.com/moen-yg0436/s1084795?uid=2709209,,derived,Product_Master_Extract.xlsx,Sheet1,15,high
Kitchen Range Hood Final,GLA1303SS,Broan,Amazon,Kitchen Range Hood 242.48 Final,,ea,,,,,0.00,,,derived,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,29,high
Smart Toilet,CD-K030PRO,Casa Diva Home,Casa Diva Home,,Master Bathroom Plumbing,ea,,,,,1221.79,,,baseline,,John Daye 39938-CJC,6 | 51,high
Grab Bar 18 (3),41618-CZ,Delta,Ferguson Home,,Master Bath Finishes & Trim,ea,,,,,173.66,,,baseline,,John Daye 39938-CJC,43,high
Grab Bar 24 (1),41624-CZ,Delta,Ferguson Home,,Master Bath Finishes & Trim,ea,,,,,188.14,,,baseline,,John Daye 39938-CJC,44,high
Grab Bar 42,41642-CZ,Delta,Ferguson Home,,Master Bath Finishes & Trim,ea,,,,,289.29,,,baseline,,John Daye 39938-CJC,45,high
"Grab Bar 12""",41812-SS,Delta,,,,ea,,,,,,https://www.homedepot.com/p/Delta-Contemporary-12-in-x-1-1-4-in-Concealed-Screw-ADA-Compliant-Bathroom-Shower-Grab-Bar-in-Brilliance-Stainless-Steel-41812-SS/205857180,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,43 | 260,high
"Grab Bar 18""",41818-SS,Delta,Home Depot,,,ea,,,,,94.06,https://www.homedepot.com/p/Delta-Contemporary-18-in-x-1-1-4-in-Concealed-Screw-ADA-Compliant-Bathroom-Shower-Grab-Bar-in-Brilliance-Stainless-Steel-41818-SS/205857298,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,44 | 261,high
Bath Faucet,551-CZ-DST,Delta,Ferguson Home,,Master Bathroom Plumbing,ea,,,,,436.08,,,baseline,,John Daye 39938-CJC,7 | 52,high
Towel Hooks (4),73835-CZ,Delta,Ferguson Home,,Master Bath Finishes & Trim,ea,,,,,155.80,,,baseline,,John Daye 39938-CJC,46,high
Toilet Paper Holder,73850-CZ,Delta,Ferguson Home,,Master Bath Finishes & Trim,ea,,,,,72.89,,,baseline,,John Daye 39938-CJC,47,high
Hooks (2),74536-CZ,Delta,Ferguson Home,,Hall Bath Finishes & Trim,ea,,,,,100.06,,,baseline,,John Daye 39938-CJC,71,high
Toilet Paper Holder,75150-CZ,Delta,Ferguson Home,,Hall Bath Finishes & Trim,ea,,,,,83.42,,,baseline,,John Daye 39938-CJC,70,high
Classic Tub 60 x 30,B23605,Delta,Home Depot,Classic Tub 60 x 30 834.07 -6030L-WH 1.0,Plumbing,ea,,,white,white,834.07,https://www.homedepot.com/p/Delta-Classic-500-60-in-x-30-in-Alcove-Deep-Soaking-Bathtub-with-Left-Drain-in-High-Gloss-White-B23605-6030L-WH/321016480,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,305 | 242,high
Lorelai 32” Workstation Kitchen Sink Undermount 16 Gauge Stainless Steel Single Bowl with WorkFlow Ledge and Accessories,B932,Delta,Ferguson Home,,Sink,ea,,,stainless,Stainless Steel,757.74,https://www.fergusonhome.com/delta-95b932-32s/s1815605?uid=4301493,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,66 | 69 | 58 | 122 | 63 | 65 | 61,high
Shower System,DSS-LAHARA-1701CZ,Delta,Ferguson Home,,Master Bathroom Plumbing,ea,,,,,1294.08,,,baseline,,John Daye 39938-CJC,8,high
Shower Head Handle Trim & Tub Spout,DT14438,Delta,Ferguson,,Shower,ea,,,,,202.63,https://www.fergusonhome.com/delta-t14438/s719722?uid=446237,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,96 | 275 | 72 | 168 | 301 | 247 | 175,high
GPM Reverse Osmosis Contemporary Beverage Faucet - Less Filter,DWQ4001002,Delta,Ferguson,1.5 GPM Reverse Osmosis Contemporary Beverage Faucet - Less Filter,Faucet,ea,,,,,1.50,https://www.fergusonhome.com/delta-dwq4001002/s2032615?uid=4873921,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,98 | 71 | 74 | 170 | 65 | 67 | 62,high
"Universal Mixing Rough-In Valve with Service Stops, 1/2"" NPT Male thread with 1/2"" C.W.T Female Sweat - Shower Only, No Tub Outlet",R10000,Delta,2026-06-09 00:00:00,,Shower,ea,,,,,77.79,,,derived,Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Master | Product Occurrences | Sheet1,264 | 114 | 91 | 78,high
Diverter Rough-In Valve for 3 Function and 6 Function Diverter Trims Model: -06,R11000,Delta,Ferguson,Diverter Rough-In Valve for 3 Function and 6 Function Diverter Trims Model: 117.293 in kit,Plumbing,ea,,,,,117.29,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,90 | 77,high
"Innovations Three Function Diverter Valve Trim Less Rough-In Valve - Two Independent Positions, One Shared Position",T11800,Delta,2026-06-09 00:00:00,,Plumbing,ea,,,,,277.40,,,derived,Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Master | Product Occurrences | Sheet1,266 | 115 | 92 | 79,high
Lahara Monitor 17 Series Dual Function Pressure Balanced Shower Only with Integrated Volume Control - Less Rough-In Valve,T17238,Delta,2026-06-09 00:00:00,,Shower,ea,,,,,307.77,,,derived,Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Master | Product Occurrences | Sheet1,267 | 116 | 93 | 80,high
"SlimLine 30"" x 60"" Shower Base with Single Threshold and Left-Side Drain",DLT-1130601,DreamLine,Ferguson,Shower Base Left Drain 30x60,Uncategorized,ea,,,,,330.76,https://www.fergusonhome.com/dreamline-dlt-1130601/s822259?uid=2121664,,derived,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Extract | Raw Records | Product Master | Product Occurrences,7 | 39 | 89 | 90 | 18 | 113 | 68 | 69 | 161 | 191,high
