name,modelNumber,manufacturer,vendor,description,category,unit,tier,collection,color,finish,price,productUrl,imageUrl,sourceType,sourceWorkbook,sourceSheet,sourceRow,confidence
Shower base 42 x 42,DLT-1142420,DreamLine,Home Depot - Freight chg at Ferguson,,Shower,ea,,,,,504.44,https://www.homedepot.com/p/DreamLine-SlimLine-42-in-L-x-42-in-W-Single-Threshold-Alcove-Shower-Pan-Base-in-White-with-Center-Drain-DLT-1142420/303163352,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,91 | 187 | 70,high
Neo-Angle Shower Base,DLT-2038380,DreamLine,Home Depot,,Shower,ea,,,,,279.31,https://www.homedepot.com/p/DreamLine-SlimLine-38-in-x-38-in-Neo-Angle-Shower-Tray-in-White-DLT-2038380/204045983,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,92 | 101 | 71 | 162 | 170,high
Shower Drain,DN09X02R01,DreamLine,Home Depot,,Shower,ea,,,,,70.00,https://www.homedepot.com/p/DreamLine-SlimLine-2-in-Round-Shower-Drain-Chrome-DN09X02R01/335486263,,derived,Product_Master_Enhanced.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx,Product Library | Raw Records | Product Master | Product Occurrences | Sheet1,93 | 102 | 163 | 171 | 101,high
SlimLine Shower Drain - Brushed Nickel,DN09X02R04,DreamLine,Ferguson,SlimLine Shower Drain - Brushed Nickel 75.9,Uncategorized,ea,,,,Nickel,75.90,https://www.fergusonhome.com/dreamline-dn09x02r/s2086405?uid=5094657&_br_psugg_q=dreamline+shower+drain,,derived,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | compiled_products_db.xlsx,Product Library | Raw Extract | Raw Records | Sheet1,8 | 40 | 94 | 19 | 24,high
Shower Drain Matte Black,DN09X02R09,DreamLine,Home Depot,,Shower,ea,,,,Matte Black,81.00,https://www.homedepot.com/p/DreamLine-SlimLine-2-in-Round-Shower-Drain-Matte-Black-DN09X02R09/335462360,,derived,Product_Master_Enhanced.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx,Product Library | Raw Records | Product Master | Product Occurrences | Sheet1,95 | 114 | 164 | 192 | 111,high
"Shower Door 60"" Clear Glass Matte Black",SHDR-6360760,DreamLine,Home Depot,,Shower,ea,,,,Matte Black,689.55,https://www.homedepot.com/p/DreamLine-Essence-56-in-to-60-in-W-x-76-in-H-Sliding-Frameless-Shower-Door-in-Matte-Black-with-Clear-Glass-SHDR-6360760-09/316239133,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,238 | 153 | 188 | 298 | 251,high
Garbage Disposal,BADGER5WC,Insinkerator,Ferguson,,Garbage Disposal,ea,,,,,152.75,https://www.fergusonhome.com/insinkerator-badger-5/s434080?uid=2564868,,derived,Product_Master_Warehouse.xlsx,Product Master | Product Occurrences,135 | 66,high
"Occession 36"" Grab Bar",27082-BL,Kohler,Home Depot,,,ea,,,,,408.01,https://www.homedepot.com/p/KOHLER-Occasion-36-in-Grab-Bar-in-Matte-Black-27082-BL/323807581?MERCH=REC-_-rv_cartempty_rr-_-n/a-_-0-_-n/a-_-n/a-_-n/a-_-n/a-_-n/a,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,32 | 156 | 31 | 89 | 254,high
"18"" Towel Bar (2) simplice",27393-BN,Kohler,Ferguson,,,ea,,,,,99.53,https://www.homedepot.com/p/KOHLER-Simplice-18-in-Towel-Bar-in-Vibrant-Brushed-Nickel-27393-BN/323581213,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,33 | 198 | 32,high
Hook - 1 simplice,27395-BN,Kohler,Ferguson,,,ea,,,,,23.54,https://www.homedepot.com/p/KOHLER-Simplice-J-Hook-Robe-Towel-Hook-in-Vibrant-Brushed-Nickel-27395-BN/323581167,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,34 | 200 | 33,high
Toilet Paper Holder -simplice,27397-BN,Kohler,Ferguson,,Toilet,ea,,,,,41.44,https://www.homedepot.com/p/KOHLER-Simplice-Wall-Mounted-Toilet-Paper-Holder-in-Vibrant-Brushed-Nickel-27397-BN/323581115,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,35 | 201 | 34,high
Purewash Round Electric Bidet Seat in White,E580,Kohler,Home Depot,Purewash Round Electric Bidet Seat in White 32331-0,,ea,,,white,white,0.00,https://www.homedepot.com/p/KOHLER-Purewash-E580-Round-Electric-Bidet-Seat-in-White-32331-0/325621229?fp=oai&utm_source=chatgpt.com&oppcref=c455ae81-d747-4b1c-a24f-a8766ddb7add#see-more-details,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,12 | 15,high
Shower Valve,K-11748,Kohler,Ferguson,matte Black Shower Valve -KS-NA 227.83200000000002,Shower,ea,,,matte black,matte black,227.83,https://www.fergusonhome.com/kohler-k-11748-ks/s558217?uid=1356175,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,118 | 24 | 83 | 33 | 34,high
(2) Sinks Rect,K-20000,Kohler,Ferguson,,Sink,ea,,,,,219.10,https://www.fergusonhome.com/kohler-k-20000/s1240319?uid=2965270,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,119 | 120 | 121 | 122 | 29 | 43 | 87 | 234 | 276 | 84 | 85 | 3 | 32 | 98 | 133 | 153 | 302 | 38 | 214 | 30 | 378 | 425 | 505 | 534 | 554 | 780 | 827 | 894,high
Master Sink,K-20000-0,Kohler,Ferguson Home,,Master Bath Finishes & Trim,ea,,,,,139.98,,,baseline,,John Daye 39938-CJC,41 | 68,high
Powder Room Towel Bar -BN Final,K-21952,Kohler,Ferguson,Powder Room Towel Bar -BN 77.308 Final,Hardware,ea,,,,,77.31,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,31 | 32,high
"24"" Towel Bar above Toilet",K-21953,Kohler,Ferguson,"24"" Towel Bar above Toilet -BN 79.61",Uncategorized,ea,,,,,79.61,https://www.fergusonhome.com/kohler-k-21953/s1517173?uid=3567961,,derived,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Extract | Raw Records | Product Master | Sheet1,10 | 33 | 123 | 13 | 86 | 18 | 19,high
TP Holder,K-21954,Kohler,Ferguson,,Plumbing,ea,,,,,63.30,https://www.fergusonhome.com/kohler-k-21954/s1517169?uid=3560505,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,124 | 90 | 87 | 211 | 101 | 30 | 84 | 31 | 506,high
Hook for Towel,K-21956,Kohler,Ferguson,,,ea,,,,,31.71,https://www.fergusonhome.com/kohler-k-21956/s1517170?uid=3560507,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,125 | 89 | 88 | 212 | 100 | 83 | 73,high
(2) Faucet,K-22020,Kohler,Ferguson Order REQ 3/31,,Faucet,ea,,,,,493.72,https://www.fergusonhome.com/kohler-k-22022-4/s1515499?uid=3554911,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,126 | 44 | 89 | 213 | 33 | 49 | 45,high
Faucet- Tempered GPM Single Hole Bathroom Faucet with Pop-Up Drain Assembly,K-22022,Kohler,Ferguson,Faucet,Uncategorized,ea,,,,,364.20,https://www.fergusonhome.com/kohler-k-22022-4/s1515499?uid=3567943,,derived,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Extract | Raw Records | Product Master | Product Occurrences | Sheet1,11 | 27 | 127 | 128 | 129 | 9 | 60 | 68 | 88 | 90 | 91 | 92 | 47 | 214 | 49 | 57 | 99 | 14 | 28 | 63 | 82 | 17 | 59 | 72 | 349 | 444,high
"17"" Oval Undermount Bathroom Sink",K-2209,Kohler,Ferguson,"17"" Oval Undermount Bathroom Sink -0 107.96500000000002",Uncategorized,ea,,,,,107.97,https://www.fergusonhome.com/kohler-k-2209/s560373?uid=220794,,derived,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Extract | Raw Records | Product Master | Sheet1,12 | 26 | 130 | 131 | 8 | 269 | 93 | 13 | 16 | 883,high
(2) Caxton Oval Undermount Bathroom Sink with Overflow,K-2210,Kohler,Ferguson,Sink,Sink,ea,,,,,238.99,https://www.fergusonhome.com/kohler-k-2210/s559561?uid=220805,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,132 | 133 | 59 | 67 | 193 | 94 | 48 | 56 | 62 | 58 | 443 | 750,high
Toilet Paper Holder,K-23292,Kohler,Ferguson,Toilet Paper Holder -BL 86.32800000000002,Toilet,ea,,,,,86.33,https://www.fergusonhome.com/kohler-k-23292/s1716146?uid=4161662,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,135 | 33 | 96 | 42 | 41,high
"24""Grab Bar",K-23295,Kohler,Ferguson,"24""Grab Bar -BL 145.145",Hardware,ea,,,,,145.15,https://www.fergusonhome.com/kohler-k-23295/s1720990?uid=4118429,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,136 | 34 | 97 | 43 | 42,high
Bath Tub right Drain,K-26109,Kohler,Ferguson,Tub - Entity,Tub,ea,,,,,763.84,https://www.fergusonhome.com/kohler-k-26109-ra/s1699736?uid=4011572,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,137 | 138 | 26 | 79 | 267 | 98 | 216 | 82 | 35 | 485 | 881,high
"Shower Fixture 15"" / Arm MODEL: -CP",K-26322,Kohler,Wayfair/ Ferguson BO,,Shower,ea,,,,,124.76,https://www.fergusonhome.com/kohler-k-26322/s1816373?uid=4302982,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,139 | 48 | 99 | 217 | 37 | 53 | 49,high
"24"" Towel Bar",K-26634,Kohler,Ferguson,"24"" Towel Bar -BL 135.65200000000002 Noted Judy Picked up",Hardware,ea,,,,,135.65,https://www.fergusonhome.com/kohler-k-26634/s1715840?uid=4056148,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,140 | 31 | 100 | 40 | 39,high
Robe Hooks,K-26636,Kohler,Ferguson,Robe Hooks -BL 96.91 Left on office,,ea,,,,,96.91,https://www.fergusonhome.com/kohler-k-26636/s1714790?uid=4056139,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,141 | 32 | 101 | 41 | 40,high
Toilet Seat,K-26801,Kohler,Ferguson,,Toilet,ea,,,,,60.50,https://www.fergusonhome.com/kohler-k-26801/s1921483?uid=4539315,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,142 | 143 | 82 | 192 | 102 | 218 | 85 | 77 | 67 | 749,high
Toilet Seat Impro Round,K-26802,Kohler,Ferguson,Toilet Seat - Round,Uncategorized,ea,,,,,55.52,https://www.fergusonhome.com/kohler-k-26802/s1921485?uid=4539318,,derived,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Extract | Raw Records | Product Master | Product Occurrences | Sheet1,13 | 24 | 144 | 145 | 6 | 57 | 63 | 66 | 103 | 35 | 46 | 52 | 55 | 11 | 14 | 428 | 436 | 442,high
Shower Set-up,K-27118,Kohler,Ferguson,,Shower,ea,,,,,1038.53,https://www.fergusonhome.com/kohler-k-27118-g/s1865987?uid=4410726,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,146 | 150 | 104 | 219 | 248 | 143 | 112,high
"(2) 18"" Towel Bar",K-27383,Kohler,Amazon,,Hardware,ea,,,,,87.34,https://www.amazon.com/dp/B0BHTTQC9G?ref=ppx_yo2ov_dt_b_fed_asin_title&th=1,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,147 | 142 | 105 | 220 | 238 | 138 | 107,high
(2) Faucet & Drain Kit Simplice,K-27388,Kohler,Ferguson,(2) Faucet & Drain Kit Simplice -4-BN 524.634,Faucet,ea,,,,,524.63,https://www.fergusonhome.com/kohler-k-27388-4/s1873551?uid=4428973,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,148 | 194 | 106 | 178 | 136,high
Undermount Sink Single Bowl -NA,K-28876,Kohler,Ferguson,,Plumbing,ea,,,,,0.00,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,282 | 219,high
Kitchen Kitchen Faucet Rival -VS 600 Final,K-30469,Kohler,Ferguson,Kitchen Kitchen Faucet Rival -VS 600 315.22700000000003 Final,Plumbing,ea,,,,,315.23,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,27,high
Toilet Santa Rosa,K-30811,Kohler,Ferguson,Toilet Santa Rosa -0 512.897,Toilet,ea,,,,,575.62,https://www.fergusonhome.com/kohler-k-30811/s1886088?uid=4458444,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,149 | 27 | 212 | 107 | 36 | 779,high
Santa Rosa Left Lever,K-30919,Kohler,Ferguson,Santa Rosa Left Lever -L-BL 69.696,,ea,,,,,69.70,https://www.fergusonhome.com/kohler-k-30919-l/s1919646?uid=4534826,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,150 | 28 | 108 | 37,high
Toilet Bowl,K-31588,Kohler,Ferguson,,Toilet,ea,,,,,158.90,https://www.fergusonhome.com/kohler-k-31588/s1728651?uid=4091631,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,151 | 148 | 109 | 221 | 246 | 142 | 111,high
Toilet Bowl - Round,K-31589,Kohler,Ferguson,,Toilet,ea,,,,,231.00,https://www.fergusonhome.com/kohler-k-31589/s1764154?uid=4181546,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,152 | 55 | 61 | 64 | 110 | 36 | 44 | 50 | 53 | 60 | 56 | 434 | 440,high
Toilet - elongated Chair Height,K-31620,Kohler,Ferguson,,Toilet,ea,,,,,425.08,https://www.fergusonhome.com/kohler-k-31620/s1808775?uid=4283423,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,154 | 155 | 156 | 157 | 81 | 147 | 149 | 191 | 112 | 20 | 84 | 245 | 247 | 76 | 66 | 705 | 706 | 748,high
Toilet Ciminron Round Chair Height,K-31640,Kohler,Ferguson,Add-ON Toilet Ciminron 1.6 Round Chair Height -0 425.08400000000006,Uncategorized,ea,,,,,425.08,https://www.fergusonhome.com/kohler-k-31640/s1808951?uid=4283712,,derived,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Extract | Raw Records | Product Master | Sheet1,14 | 23 | 158 | 5 | 113 | 10 | 13,high
TP Holder,K-35934,Kohler,Ferguson,,,ea,,,,,30.91,https://www.fergusonhome.com/kohler-k-35934/s2026376?uid=4853029,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,159 | 155 | 114 | 222 | 253 | 147 | 115,high
Faucet Wide Spread or Single Match vanity top,K-35953,Kohler,BO Ferguson ordered Amazon  4/22,,Faucet,ea,,,,,301.84,https://www.fergusonhome.com/kohler-k-35953-4/s1979782?uid=4852964&searchId=qhFj6cZz3O,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,160 | 144 | 115 | 223 | 241 | 140 | 109,high
(1) Faucet & Drain Kit,K-37889,Kohler,Ferguson,(1) Faucet & Drain Kit -4-BL 481.94300000000004,Faucet,ea,,,,,481.94,https://www.fergusonhome.com/kohler-k-37889-4/s2068233?uid=5034096,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,161 | 30 | 116 | 39 | 38,high
"Levity 74"" High x 59 /8"" Wide Bypass Frameless Shower Door with Clear Glass",K-706015,Kohler,Home Depot (Freight),Shower Door,Uncategorized,ea,,,black,black,877.14,https://www.fergusonhome.com/kohler-k-706015-l/s847083?uid=2180321,,derived,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Extract | Raw Records | Product Master | Product Occurrences | Sheet1,21 | 38 | 162 | 163 | 17 | 115 | 117 | 118 | 224 | 193 | 22 | 112 | 23 | 91,high
Shower Diverter Valve,K-728,Kohler,Ferguson,,Shower,ea,,,,,204.17,https://www.fergusonhome.com/kohler-k-728-k/s563836?uid=1253173,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,164 | 53 | 119 | 225 | 42 | 58 | 54,high
Shower Diverter Valve,K-737,Kohler,Ferguson,Chrome Shower Diverter Valve -K-NA 228.78900000000002,Shower,ea,,,chrome,chrome,228.79,https://www.fergusonhome.com/kohler-k-8304-ks/s1251522?uid=2992369,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,165 | 205 | 120 | 188 | 140,high
"Shower Fixture / 8"" Rain Head",K-76464,Kohler,Ferguson,,Shower,ea,,,,,165.81,https://www.fergusonhome.com/kohler-k-76464-y/s1882332?uid=4453295,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,166 | 47 | 121 | 226 | 36 | 52 | 48,high
Shower Fixures / Valve,K-8304,Kohler,Ferguson,,Shower,ea,,,,,126.96,https://www.fergusonhome.com/kohler-k-8304-ks/s1251522?uid=2992369,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,167 | 168 | 46 | 152 | 190 | 122 | 27 | 35 | 250 | 51 | 47 | 707 | 747,high
Shower Vacumn,K-9660,Kohler,Ferguson,,Shower,ea,,,,,52.25,https://www.fergusonhome.com/kohler-k-9660/s564929?uid=176525,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,169 | 51 | 125 | 227 | 40 | 56 | 52,high
Shower Elbow Awaken,K-98350,Kohler,Ferguson,,Shower,ea,,,,,45.30,https://www.fergusonhome.com/kohler-k-98350/s946764?uid=2359596,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,170 | 50 | 126 | 228 | 39 | 55 | 51,high
"Lighted Medicine Cabinets - Over Sinks (2) 24""x30""",K-99007,Kohler,Ferguson,"Lighted Medicine Cabinets - Over Sinks (2) 24""x30"" -TLC-NA 2349.38 1.0",Sink,ea,,,,,2349.38,https://www.fergusonhome.com/kohler-k-99007-tlc/s1533945?uid=3597983,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,171 | 224 | 127 | 204 | 142,high
Shoer - Awaken Handshower Kit,K-99242,Kohler,Ferguson,,Shower,ea,,,,,199.90,https://www.fergusonhome.com/kohler-k-99242-y/s1888445?uid=4466346,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,172 | 49 | 128 | 229 | 38 | 54 | 50,high
